type,SampID,Experiment,Timepoint,runDate,N.lab,C.lab,Precursor Ion Name,Protein Name,iso.mz,MID.mean,MID.sd,Area.filled.w.background.mean,Area.filled.w.background.sd
Smp,GBTFate1T0,Fate1,0,200908,1,1,Phenylalaine_13C-1 15N-1,Phenylalaine,338.135207,0.005582275370208736,8.795134240527375e-4,694517,710946.3710083904
Smp,GBTFate1T0,Fate1,0,200908,1,1,Proline_13C-1 15N-1,Proline,288.119557,0.003990499599945995,0.0012600563538430957,183150.5,150457.4737940924
Smp,GBTFate1T0,Fate1,0,200908,1,1,Threonine_13C-1 15N-1,Threonine,292.114472,0.004614544288168484,4.308460445257252e-4,256469,236060.527831317
Smp,GBTFate1T0,Fate1,0,200908,1,1,Tyrosine_13C-1 15N-1,Tyrosine,354.130122,0.008603328203312525,0.0029593960094940674,278796.6666666667,393268.34287332784
Smp,GBTFate1T0,Fate1,0,200908,1,1,Valine_13C-1 15N-1,Valine,290.135207,0.0035627854064230456,0.0010203913590351949,335112,415779.12162950175
Smp,GBTFate1T0,Fate1,0,200908,1,2,Aspartic Acid_13C-2 15N-1,Aspartic Acid,307.097091,0.0037818985651611853,0.003525772529266938,22611,19952.069892620162
Smp,GBTFate1T0,Fate1,0,200908,1,2,Glycine_13C-2 15N-1,Glycine,249.091611,0.008119425659346358,NA,1589876,NA
Smp,GBTFate1T0,Fate1,0,200908,1,2,Isoleucine_13C-2 15N-1,Isoleucine,305.154211,1.0777573894683514e-4,1.866730556791983e-4,16438,28471.451174817204
Smp,GBTFate1T0,Fate1,0,200908,1,2,Phenylalaine_13C-2 15N-1,Phenylalaine,339.138561,7.096960506450477e-4,5.45778432987994e-5,79219,71113.72898393108
Smp,GBTFate1T0,Fate1,0,200908,1,2,Tyrosine_13C-2 15N-1,Tyrosine,NA,2.718594973102735e-4,4.7087446186152817e-4,18081,31317.21065165287
Smp,GBTFate1T0,Fate1,0,200908,1,2,Valine_13C-2 15N-1,Valine,291.138561,2.2470439974799e-4,3.8919943704778594e-4,43340.666666666664,75068.23670057351
Smp,GBTFate1Tlong,Fate1,96,200908,0,0,Alanine_13C-0 15N-0,Alanine,260.103517,0.8524974073823728,9.57487795034194e-4,120911010,54959102.89953838
Smp,GBTFate1Tlong,Fate1,96,200908,0,0,Arginine_13C-0 15N-0,Arginine,345.167514,0.9327741577650509,0.058566429407161696,5303487.666666667,3821530.19212008
Smp,GBTFate1Tlong,Fate1,96,200908,0,0,Aspartic Acid_13C-0 15N-0,Aspartic Acid,304.093347,0.8387411334238357,0.011787512455551177,14438741.666666666,5901509.019434379
Smp,GBTFate1Tlong,Fate1,96,200908,0,0,Glutamic Acid_13C-0 15N-0,Glutamic Acid,318.108997,0.816906636138923,0.010219384623026663,20837891.666666668,10486784.052384092
Smp,GBTFate1Tlong,Fate1,96,200908,0,0,Glycine_13C-0 15N-0,Glycine,246.087867,0.8666949636750353,0.0012649405584422033,146883108,50602382.768777676
Smp,GBTFate1Tlong,Fate1,96,200908,0,0,Isoleucine_13C-0 15N-0,Isoleucine,302.150467,0.8161932208647752,0.006829875251134964,80830314.33333333,41658165.83971144
Smp,GBTFate1Tlong,Fate1,96,200908,0,0,Leucine_13C-0 15N-0,Leucine,302.150467,0.8122292122350556,0.006257224953337325,143860984,72681287.74811982
Smp,GBTFate1Tlong,Fate1,96,200908,0,0,Lysine_13C-0 15N-0,Lysine,244.1083,0.9614550623124629,0.005858801021142158,78018348,31624547.640059613
Smp,GBTFate1Tlong,Fate1,96,200908,0,0,Phenylalaine_13C-0 15N-0,Phenylalaine,336.134817,0.7584765965622148,0.0019007917753820938,91555713.33333333,54438026.0915012
Smp,GBTFate1Tlong,Fate1,96,200908,0,0,Proline_13C-0 15N-0,Proline,286.119167,0.83177280621988825,0.0027077624470768663,52960243.666666664,24629424.146694567
Smp,GBTFate1Tlong,Fate1,96,200908,0,0,Serine_13C-0 15N-0,Serine,276.098432,0.8727072239806556,0.01826271268238917,29912799.333333332,17679367.80412041
Smp,GBTFate1Tlong,Fate1,96,200908,0,0,Threonine_13C-0 15N-0,Threonine,290.114082,0.8371742591435162,0.003516675537517376,57578542,23014930.878719926
Smp,GBTFate1Tlong,Fate1,96,200908,0,0,Tyrosine_13C-0 15N-0,Tyrosine,352.129732,0.7571823706637554,0.007798088029535606,31796773.666666668,22834010.577656858
Smp,GBTFate1Tlong,Fate1,96,200908,0,0,Valine_13C-0 15N-0,Valine,288.134817,0.8176534611383331,0.004713427712572581,101875792.66666667,47976011.67812053
Smp,GBTFate1Tlong,Fate1,96,200908,0,1,Alanine_13C-1 15N-0,Alanine,261.106871,0.1171586404541065,8.8488964987393e-4,16595888,7508944.41348243
Smp,GBTFate1Tlong,Fate1,96,200908,0,1,Arginine_13C-1 15N-0,Arginine,NA,0.047495496465347974,0.04191425510605696,403484,556552.2825476506
Smp,GBTFate1Tlong,Fate1,96,200908,0,1,Aspartic Acid_13C-1 15N-0,Aspartic Acid,305.096701,0.12491720797197556,0.004682379222771166,2168807,959727.6954058375
Smp,GBTFate1Tlong,Fate1,96,200908,0,1,Glutamic Acid_13C-1 15N-0,Glutamic Acid,319.112351,0.12625355607230931,0.005334554468619108,3249246,1668499.435441319
Smp,GBTFate1Tlong,Fate1,96,200908,0,1,Glycine_13C-1 15N-0,Glycine,247.091221,0.10599879987533282,0.0029374816657386045,17874257,5664871.426177473
Smp,GBTFate1Tlong,Fate1,96,200908,0,1,Isoleucine_13C-1 15N-0,Isoleucine,303.153821,0.13385438580366155,0.003174206312585228,13403808.666666666,7232934.372259805
Smp,GBTFate1Tlong,Fate1,96,200908,0,1,Leucine_13C-1 15N-0,Leucine,303.153821,0.1354566487715334,0.003007348354944073,24203633,12596402.92847974
Smp,GBTFate1Tlong,Fate1,96,200908,0,1,Lysine_13C-1 15N-0,Lysine,245.11165400000002,0.03648624221952056,0.005275472844996664,2917508.3333333335,1174468.721117056
Smp,GBTFate1Tlong,Fate1,96,200908,0,1,Phenylalaine_13C-1 15N-0,Phenylalaine,337.138171,0.15440504862786955,8.699599190321795e-4,18647530.333333332,11070305.741580054
Smp,GBTFate1Tlong,Fate1,96,200908,0,1,Proline_13C-1 15N-0,Proline,287.122521,0.1311320116143404,0.0027151588192263383,8305229.333333333,3794678.392593282
Smp,GBTFate1Tlong,Fate1,96,200908,0,1,Serine_13C-1 15N-0,Serine,277.101786,0.12464821418262496,0.02203453395484149,3952114.6666666665,1685094.1969950325
Smp,GBTFate1Tlong,Fate1,96,200908,0,1,Threonine_13C-1 15N-0,Threonine,291.117436,0.12271009259510175,0.002255530920917645,8484413,3515564.047509731
Smp,GBTFate1Tlong,Fate1,96,200908,0,1,Tyrosine_13C-1 15N-0,Tyrosine,353.133086,0.14988351846847733,0.0029591699439006037,6216806.333333333,4377678.929638894
Smp,GBTFate1Tlong,Fate1,96,200908,0,1,Valine_13C-1 15N-0,Valine,289.138171,0.13278342759707776,0.0016994490105926845,16569020.666666666,7935217.6164910775
Smp,GBTFate1Tlong,Fate1,96,200908,0,2,Alanine_13C-2 15N-0,Alanine,262.110225,0.009402637586726307,0.0011553258878961837,1383742.3333333333,729127.0760603623
Smp,GBTFate1Tlong,Fate1,96,200908,0,2,Aspartic Acid_13C-2 15N-0,Aspartic Acid,306.100055,0.0036884177629061578,0.00381178964391841,81677.33333333333,91679.21826310111
Smp,GBTFate1Tlong,Fate1,96,200908,0,2,Glutamic Acid_13C-2 15N-0,Glutamic Acid,320.115705,0.011446729864166873,0.001981607932241612,298506.6666666667,157880.8923376522
Smp,GBTFate1Tlong,Fate1,96,200908,0,2,Glycine_13C-2 15N-0,Glycine,248.094575,0.008699514597153821,0.0020072204068877315,1532329,845862.3448587838
Smp,GBTFate1Tlong,Fate1,96,200908,0,2,Isoleucine_13C-2 15N-0,Isoleucine,304.157175,0.012926592025622725,0.001209610854236559,1325133.6666666667,789359.0230891983
Smp,GBTFate1Tlong,Fate1,96,200908,0,2,Leucine_13C-2 15N-0,Leucine,304.157175,0.013491371313415266,6.544850457173224e-4,2434134.6666666665,1319752.700800545
Smp,GBTFate1Tlong,Fate1,96,200908,0,2,Phenylalaine_13C-2 15N-0,Phenylalaine,338.141525,0.017702008423748306,0.001028150126712982,2143540.6666666665,1250917.4184834638
Smp,GBTFate1Tlong,Fate1,96,200908,0,2,Proline_13C-2 15N-0,Proline,288.125875,0.011249629543736369,7.707096919608238e-4,731201,372592.96271266317
Smp,GBTFate1Tlong,Fate1,96,200908,0,2,Serine_13C-2 15N-0,Serine,NA,0.002644561836719389,0.0045805154649556515,143031,247736.95905738408
Smp,GBTFate1Tlong,Fate1,96,200908,0,2,Threonine_13C-2 15N-0,Threonine,NA,0.010853955849631709,2.773859164313728e-4,742823,287033.7359632139
Smp,GBTFate1Tlong,Fate1,96,200908,0,2,Tyrosine_13C-2 15N-0,Tyrosine,354.13644,0.017951092182021587,0.0016995419745992892,773827.3333333334,609446.3780451347
Smp,GBTFate1Tlong,Fate1,96,200908,0,2,Valine_13C-2 15N-0,Valine,290.141525,0.012899017306467427,5.742341762985986e-4,1617168.3333333333,773079.7169925837
Smp,GBTFate1Tlong,Fate1,96,200908,0,3,Isoleucine_13C-3 15N-0,Isoleucine,305.160529,4.81264537560476e-4,2.8437030305527184e-4,51654,52932.0966994507
Smp,GBTFate1Tlong,Fate1,96,200908,0,3,Leucine_13C-3 15N-0,Leucine,305.160529,8.158651006036602e-4,5.044118698711301e-4,165738.33333333334,123826.0488319535
Smp,GBTFate1Tlong,Fate1,96,200908,0,3,Phenylalaine_13C-3 15N-0,Phenylalaine,339.144879,0.0011290156301635114,3.9718378174215507e-4,155160.66666666666,135774.53296672882
Smp,GBTFate1Tlong,Fate1,96,200908,0,3,Tyrosine_13C-3 15N-0,Tyrosine,NA,5.56093158315511e-4,7.456435200825406e-4,37284.333333333336,55509.00004804026
Smp,GBTFate1Tlong,Fate1,96,200908,0,3,Valine_13C-3 15N-0,Valine,291.144879,9.674512377906196e-4,1.5069714538328856e-4,124418.66666666667,65493.02773832749
Smp,GBTFate1Tlong,Fate1,96,200908,1,0,Alanine_13C-0 15N-1,Alanine,261.100553,0.01937887341788828,4.335902791586954e-4,2762420,1281523.194271957
Smp,GBTFate1Tlong,Fate1,96,200908,1,0,Arginine_13C-0 15N-1,Arginine,NA,0.019730345769601153,0.01668652284356188,166197.66666666666,223378.23090966884
Smp,GBTFate1Tlong,Fate1,96,200908,1,0,Aspartic Acid_13C-0 15N-1,Aspartic Acid,305.090383,0.03063285243201888,0.002314227762580946,535848.6666666666,253501.13730974332
Smp,GBTFate1Tlong,Fate1,96,200908,1,0,Glutamic Acid_13C-0 15N-1,Glutamic Acid,319.10603299999997,0.040875289121672195,0.0021563630977298413,1059839.3333333333,565949.2741406541
Smp,GBTFate1Tlong,Fate1,96,200908,1,0,Glycine_13C-0 15N-1,Glycine,247.084903,0.011935815617806222,2.6141759385532885e-4,2014716.5,649633.8491184862
Smp,GBTFate1Tlong,Fate1,96,200908,1,0,Isoleucine_13C-0 15N-1,Isoleucine,303.147503,0.03298056440943731,0.001954845927465232,3338335,1905316.622375137
Smp,GBTFate1Tlong,Fate1,96,200908,1,0,Leucine_13C-0 15N-1,Leucine,303.147503,0.03479238006140188,0.0018233236021748375,6287332,3443311.9376624883
Smp,GBTFate1Tlong,Fate1,96,200908,1,0,Lysine_13C-0 15N-1,Lysine,245.10533600000002,0.0020586954680165267,0.001240065423444883,186582.66666666666,147450.01115745408
Smp,GBTFate1Tlong,Fate1,96,200908,1,0,Phenylalaine_13C-0 15N-1,Phenylalaine,337.131853,0.06151314162274153,0.001925741523634408,7500073.666666667,4669290.5533758905
Smp,GBTFate1Tlong,Fate1,96,200908,1,0,Proline_13C-0 15N-1,Proline,287.116203,0.0225907530287034,9.50153266700906e-4,1446939,705978.1924372736
Smp,GBTFate1Tlong,Fate1,96,200908,1,0,Serine_13C-0 15N-1,Serine,277.095468,0,0,0,0
Smp,GBTFate1Tlong,Fate1,96,200908,1,0,Threonine_13C-0 15N-1,Threonine,291.111118,0.025016311422156576,0.0017846334279975743,1755389.3333333333,790587.2785558426
Smp,GBTFate1Tlong,Fate1,96,200908,1,0,Tyrosine_13C-0 15N-1,Tyrosine,353.12676799999997,0.06420283853702935,0.009082767884168091,2532979.3333333335,1527576.7235007654
Smp,GBTFate1Tlong,Fate1,96,200908,1,0,Valine_13C-0 15N-1,Valine,289.131853,0.031940488488303456,0.002961701949480724,4053278,2192664.0444493545
Smp,GBTFate1Tlong,Fate1,96,200908,1,1,Alanine_13C-1 15N-1,Alanine,262.103907,0.001562441158906143,1.1810602425797249e-4,225679.66666666666,110696.62780922161
Smp,GBTFate1Tlong,Fate1,96,200908,1,1,Aspartic Acid_13C-1 15N-1,Aspartic Acid,306.093737,0.0020203884092636327,0.0020060913942405775,44468,47969.46392237462
Smp,GBTFate1Tlong,Fate1,96,200908,1,1,Glutamic Acid_13C-1 15N-1,Glutamic Acid,NA,0.00451778880292863,9.921262932568846e-4,117644,61906.95129789546
Smp,GBTFate1Tlong,Fate1,96,200908,1,1,Glycine_13C-1 15N-1,Glycine,248.088257,0.0013122889529207276,3.937873062969339e-4,233791.5,143014.4678153228
Smp,GBTFate1Tlong,Fate1,96,200908,1,1,Isoleucine_13C-1 15N-1,Isoleucine,304.150857,0.0032394334587980598,3.9022854070259094e-4,335038,202068.68388990907
Smp,GBTFate1Tlong,Fate1,96,200908,1,1,Leucine_13C-1 15N-1,Leucine,304.150857,0.003214522517990122,4.924778461580484e-4,600303,368890.06831304095
Smp,GBTFate1Tlong,Fate1,96,200908,1,1,Phenylalaine_13C-1 15N-1,Phenylalaine,338.135207,0.006292702284304628,1.991264354962341e-4,761347,464968.3272664924
Smp,GBTFate1Tlong,Fate1,96,200908,1,1,Proline_13C-1 15N-1,Proline,288.119557,0.0032547995933315172,1.7625140052698456e-4,203785.33333333334,87031.38259463268
Smp,GBTFate1Tlong,Fate1,96,200908,1,1,Threonine_13C-1 15N-1,Threonine,292.114472,0.004245380989593748,1.1219790243237618e-4,290472.6666666667,112055.58285660441
Smp,GBTFate1Tlong,Fate1,96,200908,1,1,Tyrosine_13C-1 15N-1,Tyrosine,354.130122,0.009872743360990276,7.669576476640029e-4,408183.6666666667,297106.4286099063
Smp,GBTFate1Tlong,Fate1,96,200908,1,1,Valine_13C-1 15N-1,Valine,290.135207,0.0035927868289154976,3.604344221718763e-4,458806.3333333333,253321.448962249
Smp,GBTFate1Tlong,Fate1,96,200908,1,2,Aspartic Acid_13C-2 15N-1,Aspartic Acid,307.097091,0,0,0,0
Smp,GBTFate1Tlong,Fate1,96,200908,1,2,Glycine_13C-2 15N-1,Glycine,249.091611,0.0053586172817511254,4.670490120329909e-4,894347.5,232406.90709292612
Smp,GBTFate1Tlong,Fate1,96,200908,1,2,Isoleucine_13C-2 15N-1,Isoleucine,305.154211,3.2453890014471926e-4,1.9932166088970413e-4,34031.333333333336,34946.708605150976
Smp,GBTFate1Tlong,Fate1,96,200908,1,2,Phenylalaine_13C-2 15N-1,Phenylalaine,339.138561,4.814868489577272e-4,1.99824713327559e-4,66507.66666666667,63413.45717064583
Smp,GBTFate1Tlong,Fate1,96,200908,1,2,Tyrosine_13C-2 15N-1,Tyrosine,NA,3.513436294106046e-4,5.759450159165329e-4,24908,41810.192585062316
Smp,GBTFate1Tlong,Fate1,96,200908,1,2,Valine_13C-2 15N-1,Valine,291.138561,1.6336740311207409e-4,2.8296064249069825e-4,29139.333333333332,50470.805832018705
Smp,GBTFate2T0,Fate2,0,200908,0,0,Alanine_13C-0 15N-0,Alanine,260.103517,0.8536373172493051,0.004060284350860649,71635207.33333333,30016088.674413085
Smp,GBTFate2T0,Fate2,0,200908,0,0,Arginine_13C-0 15N-0,Arginine,345.167514,0.954299519217605,0.024538860872884805,3015731.3333333335,1270103.1404454259
Smp,GBTFate2T0,Fate2,0,200908,0,0,Aspartic Acid_13C-0 15N-0,Aspartic Acid,304.093347,0.8349780668349142,0.006528449446275099,7313697,2827431.024416157
Smp,GBTFate2T0,Fate2,0,200908,0,0,Glutamic Acid_13C-0 15N-0,Glutamic Acid,318.108997,0.8194727877253654,0.006423244402536327,9927529.666666666,3988339.233526824
Smp,GBTFate2T0,Fate2,0,200908,0,0,Glycine_13C-0 15N-0,Glycine,246.087867,0.9289309283940581,0.06865568114137459,88886556,55937486.46226743
