Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT,Blk.Max.Area,Area.less.blk,z,Area.filled.w.background,all.area,MID
Glutamic Acid,200908_Smp_GBTFate1T0_A,Glutamic Acid_13C-1 15N-0,2.96,1860704,0,956214,0,1,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,1860704,319.112351,2.9,334824,1525880,1,1525880,12316441,0.12388968534010758
Glutamic Acid,200908_Smp_GBTFate1T0_B,Glutamic Acid_13C-1 15N-0,2.96,5714170,0,3557103,0,1,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,5714170,319.112351,2.9,334824,5379346,1,5379346,40192846,0.13383839502184045
Glutamic Acid,200908_Smp_GBTFate1T0_C,Glutamic Acid_13C-1 15N-0,2.96,1199705,0,736406,0,1,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,1199705,319.112351,2.9,334824,864881,1,864881,5937313,0.1456687562201959
Glutamic Acid,200908_Smp_GBTFate2T0_A,Glutamic Acid_13C-1 15N-0,2.97,1175051,0,809166,0,1,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,1175051,319.112351,2.9,334824,840227,1,840227,6546572,0.12834610235708094
Glutamic Acid,200908_Smp_GBTFate2T0_B,Glutamic Acid_13C-1 15N-0,2.96,2142354,0,1274424,0,1,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,2142354,319.112351,2.9,334824,1807530,1,1807530,15243480,0.1185772540128632
Glutamic Acid,200908_Smp_GBTFate2T0_C,Glutamic Acid_13C-1 15N-0,2.96,2174722,0,1290171,0,1,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,2174722,319.112351,2.9,334824,1839898,1,1839898,14515710,0.12675218780204345
Glutamic Acid,200908_Smp_GBTFate1Tlong_A,Glutamic Acid_13C-1 15N-0,2.96,5255966,0,2345266,0,1,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,5255966,319.112351,2.9,334824,4921142,1,4921142,38918900,0.12644607118906237
Glutamic Acid,200908_Smp_GBTFate1Tlong_B,Glutamic Acid_13C-1 15N-0,2.96,3577256,0,2407439,0,1,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,3577256,319.112351,2.9,334824,3242432,1,3242432,24659294,0.13148924701574993
Glutamic Acid,200908_Smp_GBTFate1Tlong_C,Glutamic Acid_13C-1 15N-0,2.96,1918988,0,1131285,0,1,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,1918988,319.112351,2.9,334824,1584164,1,1584164,13111189,0.12082535001211561
Glutamic Acid,200908_Smp_GBTFate2Tlong_A,Glutamic Acid_13C-1 15N-0,2.96,2392273,0,1628145,0,1,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,2392273,319.112351,2.9,334824,2057449,1,2057449,15808508,0.13014820879997024
Glutamic Acid,200908_Smp_GBTFate2Tlong_B,Glutamic Acid_13C-1 15N-0,2.96,2034972,0,1178262,0,1,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,2034972,319.112351,2.9,334824,1700148,1,1700148,13524839,0.12570559989660504
Glutamic Acid,200908_Smp_GBTFate2Tlong_C,Glutamic Acid_13C-1 15N-0,2.95,3372079,0,1781184,0,1,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,3372079,319.112351,2.9,334824,3037255,1,3037255,23746052,0.12790568301627572
Glutamic Acid,200908_Smp_GBTFate1T0_A,Glutamic Acid_13C-2 15N-0,5.96,NA,0,12954,0,2,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,bad RT,something is wrong,4120,320.115705,2.9,1964,NA,1,0,12316441,0
Glutamic Acid,200908_Smp_GBTFate1T0_B,Glutamic Acid_13C-2 15N-0,2.96,546510,0,414067,0,2,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,546510,320.115705,2.9,1964,544546,1,544546,40192846,0.013548331461773073
Glutamic Acid,200908_Smp_GBTFate1T0_C,Glutamic Acid_13C-2 15N-0,2.96,24023,0,71546,0,2,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,24023,320.115705,2.9,1964,22059,1,22059,5937313,0.0037153170129316073
Glutamic Acid,200908_Smp_GBTFate2T0_A,Glutamic Acid_13C-2 15N-0,2.96,70615,0,115992,0,2,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,70615,320.115705,2.9,1964,68651,1,68651,6546572,0.010486556933919004
Glutamic Acid,200908_Smp_GBTFate2T0_B,Glutamic Acid_13C-2 15N-0,2.96,124563,0,148349,0,2,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,124563,320.115705,2.9,1964,122599,1,122599,15243480,0.008042717279781257
Glutamic Acid,200908_Smp_GBTFate2T0_C,Glutamic Acid_13C-2 15N-0,2.96,190195,0,169256,0,2,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,190195,320.115705,2.9,1964,188231,1,188231,14515710,0.012967398770022273
Glutamic Acid,200908_Smp_GBTFate1Tlong_A,Glutamic Acid_13C-2 15N-0,2.97,437616,0,259784,0,2,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,437616,320.115705,2.9,1964,435652,1,435652,38918900,0.011193841552561866
Glutamic Acid,200908_Smp_GBTFate1Tlong_B,Glutamic Acid_13C-2 15N-0,2.96,335916,0,286623,0,2,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,335916,320.115705,2.9,1964,333952,1,333952,24659294,0.013542642380596947
Glutamic Acid,200908_Smp_GBTFate1Tlong_C,Glutamic Acid_13C-2 15N-0,2.96,127880,0,145841,0,2,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,127880,320.115705,2.9,1964,125916,1,125916,13111189,0.009603705659341804
Glutamic Acid,200908_Smp_GBTFate2Tlong_A,Glutamic Acid_13C-2 15N-0,2.96,131508,0,178979,0,2,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,131508,320.115705,2.9,1964,129544,1,129544,15808508,0.008194574718879227
Glutamic Acid,200908_Smp_GBTFate2Tlong_B,Glutamic Acid_13C-2 15N-0,2.95,125226,0,138051,0,2,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,125226,320.115705,2.9,1964,123262,1,123262,13524839,0.0091137498938065
Glutamic Acid,200908_Smp_GBTFate2Tlong_C,Glutamic Acid_13C-2 15N-0,2.95,139612,0,262726,0,2,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,139612,320.115705,2.9,1964,137648,1,137648,23746052,0.005796668852573893
Glutamic Acid,200908_Smp_GBTFate1T0_A,Glutamic Acid_13C-0 15N-1,2.96,601406,0,325993,1,0,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,601406,319.10603299999997,2.9,95386,506020,1,506020,12316441,0.04108492055456605
Glutamic Acid,200908_Smp_GBTFate1T0_B,Glutamic Acid_13C-0 15N-1,2.96,1897172,0,1141800,1,0,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,1897172,319.10603299999997,2.9,95386,1801786,1,1801786,40192846,0.04482852495690402
Glutamic Acid,200908_Smp_GBTFate1T0_C,Glutamic Acid_13C-0 15N-1,2.96,357713,0,237334,1,0,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,357713,319.10603299999997,2.9,95386,262327,1,262327,5937313,0.04418278099874472
Glutamic Acid,200908_Smp_GBTFate2T0_A,Glutamic Acid_13C-0 15N-1,2.97,376141,0,279673,1,0,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,376141,319.10603299999997,2.9,95386,280755,1,280755,6546572,0.04288580344033488
Glutamic Acid,200908_Smp_GBTFate2T0_B,Glutamic Acid_13C-0 15N-1,2.96,751155,0,474762,1,0,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,751155,319.10603299999997,2.9,95386,655769,1,655769,15243480,0.04301963856022378
Glutamic Acid,200908_Smp_GBTFate2T0_C,Glutamic Acid_13C-0 15N-1,2.96,676849,0,422383,1,0,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,676849,319.10603299999997,2.9,95386,581463,1,581463,14515710,0.04005749632639396
Glutamic Acid,200908_Smp_GBTFate1Tlong_A,Glutamic Acid_13C-0 15N-1,2.96,1730158,0,768776,1,0,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,1730158,319.10603299999997,2.9,95386,1634772,1,1634772,38918900,0.04200457875222578
Glutamic Acid,200908_Smp_GBTFate1Tlong_B,Glutamic Acid_13C-0 15N-1,2.96,1136809,0,795040,1,0,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,1136809,319.10603299999997,2.9,95386,1041423,1,1041423,24659294,0.04223247429549281
Glutamic Acid,200908_Smp_GBTFate1Tlong_C,Glutamic Acid_13C-0 15N-1,2.96,598709,0,379252,1,0,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,598709,319.10603299999997,2.9,95386,503323,1,503323,13111189,0.038388814317297994
Glutamic Acid,200908_Smp_GBTFate2Tlong_A,Glutamic Acid_13C-0 15N-1,2.96,696179,0,482082,1,0,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,696179,319.10603299999997,2.9,95386,600793,1,600793,15808508,0.038004408765204153
Glutamic Acid,200908_Smp_GBTFate2Tlong_B,Glutamic Acid_13C-0 15N-1,2.95,739084,0,465040,1,0,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,739084,319.10603299999997,2.9,95386,643698,1,643698,13524839,0.047593764332425695
Glutamic Acid,200908_Smp_GBTFate2Tlong_C,Glutamic Acid_13C-0 15N-1,2.95,935116,0,526298,1,0,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,935116,319.10603299999997,2.9,95386,839730,1,839730,23746052,0.03536293106744649
Glutamic Acid,200908_Smp_GBTFate1T0_A,Glutamic Acid_13C-1 15N-1,5.28,NA,0,19780,1,1,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,bad RT,something is wrong,7404,NA,NA,0,NA,NA,0,12316441,0
Glutamic Acid,200908_Smp_GBTFate1T0_B,Glutamic Acid_13C-1 15N-1,2.96,229825,0,215512,1,1,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,229825,NA,NA,0,229825,NA,229825,40192846,0.005718057387625649
Glutamic Acid,200908_Smp_GBTFate1T0_C,Glutamic Acid_13C-1 15N-1,2.96,9204,0,27411,1,1,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,9204,NA,NA,0,9204,NA,9204,5937313,0.0015501961914421557
Glutamic Acid,200908_Smp_GBTFate2T0_A,Glutamic Acid_13C-1 15N-1,2.96,13250,0,35991,1,1,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,13250,NA,NA,0,13250,NA,13250,6546572,0.0020239600206031494
Glutamic Acid,200908_Smp_GBTFate2T0_B,Glutamic Acid_13C-1 15N-1,2.96,53225,0,76141,1,1,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,53225,NA,NA,0,53225,NA,53225,15243480,0.003491656760792155
Glutamic Acid,200908_Smp_GBTFate2T0_C,Glutamic Acid_13C-1 15N-1,2.96,71575,0,73660,1,1,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,71575,NA,NA,0,71575,NA,71575,14515710,0.0049308645598458494
Glutamic Acid,200908_Smp_GBTFate1Tlong_A,Glutamic Acid_13C-1 15N-1,2.96,166611,0,98326,1,1,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,166611,NA,NA,0,166611,NA,166611,38918900,0.004280979164364871
Glutamic Acid,200908_Smp_GBTFate1Tlong_B,Glutamic Acid_13C-1 15N-1,2.96,138262,0,114861,1,1,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,138262,NA,NA,0,138262,NA,138262,24659294,0.0056068920707948895
Glutamic Acid,200908_Smp_GBTFate1Tlong_C,Glutamic Acid_13C-1 15N-1,2.96,48059,0,63189,1,1,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,48059,NA,NA,0,48059,NA,48059,13111189,0.0036654951736261295
Glutamic Acid,200908_Smp_GBTFate2Tlong_A,Glutamic Acid_13C-1 15N-1,2.96,50184,0,78853,1,1,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,50184,NA,NA,0,50184,NA,50184,15808508,0.0031744931273716658
Glutamic Acid,200908_Smp_GBTFate2Tlong_B,Glutamic Acid_13C-1 15N-1,2.96,57964,0,77412,1,1,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,57964,NA,NA,0,57964,NA,57964,13524839,0.004285744177805
Glutamic Acid,200908_Smp_GBTFate2Tlong_C,Glutamic Acid_13C-1 15N-1,2.95,57764,0,114761,1,1,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,57764,NA,NA,0,57764,NA,57764,23746052,0.002432572791468662
Threonine,200908_Smp_GBTFate1T0_B,Threonine_13C-0 15N-0,3.15,91483128,417880,28976592,0,0,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,91483128,290.114082,3.1,9479802,82003326,1,82003326,98236611,0.8347532062155524
Threonine,200908_Smp_GBTFate1T0_C,Threonine_13C-0 15N-0,3.14,24663934,0,10126922,0,0,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,24663934,290.114082,3.1,9479802,15184132,1,15184132,18203982,0.8341104709947527
Threonine,200908_Smp_GBTFate2T0_A,Threonine_13C-0 15N-0,3.15,40983480,0,12270636,0,0,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,40983480,290.114082,3.1,9479802,31503678,1,31503678,36703650,0.8583254798909645
Threonine,200908_Smp_GBTFate2T0_B,Threonine_13C-0 15N-0,3.15,37077896,191829,15630230,0,0,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,37077896,290.114082,3.1,9479802,27598094,1,27598094,33089710,0.8340385576059748
Threonine,200908_Smp_GBTFate2T0_C,Threonine_13C-0 15N-0,3.15,64874756,0,21004600,0,0,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,64874756,290.114082,3.1,9479802,55394954,1,55394954,66074526,0.8383708117709388
Threonine,200908_Smp_GBTFate1Tlong_A,Threonine_13C-0 15N-0,3.14,77012184,214912,25946768,0,0,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,77012184,290.114082,3.1,9479802,67532382,1,67532382,80702160,0.8368100928153596
Threonine,200908_Smp_GBTFate1Tlong_B,Threonine_13C-0 15N-0,3.15,83421008,0,29666144,0,0,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,83421008,290.114082,3.1,9479802,73941206,1,73941206,88674061,0.833853836918555
Threonine,200908_Smp_GBTFate1Tlong_C,Threonine_13C-0 15N-0,3.15,40741840,0,14415675,0,0,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,40741840,290.114082,3.1,9479802,31262038,1,31262038,37178699,0.840858847696634
Threonine,200908_Smp_GBTFate2Tlong_A,Threonine_13C-0 15N-0,3.15,47830924,0,15628450,0,0,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,47830924,290.114082,3.1,9479802,38351122,1,38351122,45407139,0.8446055586105083
Threonine,200908_Smp_GBTFate2Tlong_C,Threonine_13C-0 15N-0,3.14,41470604,0,16614718,0,0,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,41470604,290.114082,3.1,9479802,31990802,1,31990802,38204582,0.8373551109654858
Threonine,200908_Smp_GBTFate1T0_B,Threonine_13C-1 15N-0,3.15,13373566,0,4408123,0,1,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,13373566,291.117436,3.1,1278990,12094576,1,12094576,98236611,0.12311678789489186
Threonine,200908_Smp_GBTFate1T0_C,Threonine_13C-1 15N-0,3.15,3531467,0,1538524,0,1,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,3531467,291.117436,3.1,1278990,2252477,1,2252477,18203982,0.12373540030966851
Threonine,200908_Smp_GBTFate2T0_A,Threonine_13C-1 15N-0,3.15,5568939,0,1902367,0,1,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,5568939,291.117436,3.1,1278990,4289949,1,4289949,36703650,0.11688071894757061
Threonine,200908_Smp_GBTFate2T0_B,Threonine_13C-1 15N-0,3.15,5359027,0,2409841,0,1,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,5359027,291.117436,3.1,1278990,4080037,1,4080037,33089710,0.12330228944285096
Threonine,200908_Smp_GBTFate2T0_C,Threonine_13C-1 15N-0,3.15,9355268,0,3006390,0,1,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,9355268,291.117436,3.1,1278990,8076278,1,8076278,66074526,0.1222298287845455
Threonine,200908_Smp_GBTFate1Tlong_A,Threonine_13C-1 15N-0,3.14,11147110,0,3945281,0,1,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,11147110,291.117436,3.1,1278990,9868120,1,9868120,80702160,0.12227826367968342
Threonine,200908_Smp_GBTFate1Tlong_B,Threonine_13C-1 15N-0,3.15,12376577,0,4423014,0,1,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,12376577,291.117436,3.1,1278990,11097587,1,11097587,88674061,0.12515031876119895
Threonine,200908_Smp_GBTFate1Tlong_C,Threonine_13C-1 15N-0,3.15,5766522,0,2082721,0,1,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,5766522,291.117436,3.1,1278990,4487532,1,4487532,37178699,0.12070169534442289
Threonine,200908_Smp_GBTFate2Tlong_A,Threonine_13C-1 15N-0,3.15,6776320,0,2405577,0,1,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,6776320,291.117436,3.1,1278990,5497330,1,5497330,45407139,0.12106752640812715
Threonine,200908_Smp_GBTFate2Tlong_C,Threonine_13C-1 15N-0,3.14,6000900,0,2393329,0,1,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,6000900,291.117436,3.1,1278990,4721910,1,4721910,38204582,0.12359538444891244
Threonine,200908_Smp_GBTFate1T0_B,Threonine_13C-2 15N-0,3.15,1072298,0,437456,0,2,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,1072298,NA,NA,0,1072298,NA,1072298,98236611,0.010915462057216123
Threonine,200908_Smp_GBTFate1T0_C,Threonine_13C-2 15N-0,3.14,225168,0,199460,0,2,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,225168,NA,NA,0,225168,NA,225168,18203982,0.0123691618679913
Threonine,200908_Smp_GBTFate2T0_A,Threonine_13C-2 15N-0,3.15,333004,0,167363,0,2,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,333004,NA,NA,0,333004,NA,333004,36703650,0.009072776140792537
Threonine,200908_Smp_GBTFate2T0_B,Threonine_13C-2 15N-0,3.14,355643,0,267322,0,2,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,355643,NA,NA,0,355643,NA,355643,33089710,0.010747842758368084
Threonine,200908_Smp_GBTFate2T0_C,Threonine_13C-2 15N-0,3.15,699569,0,303015,0,2,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,699569,NA,NA,0,699569,NA,699569,66074526,0.010587575005835077
Threonine,200908_Smp_GBTFate1Tlong_A,Threonine_13C-2 15N-0,3.15,879139,0,407790,0,2,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,879139,NA,NA,0,879139,NA,879139,80702160,0.010893624160741175
Threonine,200908_Smp_GBTFate1Tlong_B,Threonine_13C-2 15N-0,3.15,936298,0,422370,0,2,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,936298,NA,NA,0,936298,NA,936298,88674061,0.010558871325403717
Threonine,200908_Smp_GBTFate1Tlong_C,Threonine_13C-2 15N-0,3.15,413032,0,293495,0,2,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,413032,NA,NA,0,413032,NA,413032,37178699,0.011109372062750233
Threonine,200908_Smp_GBTFate2Tlong_A,Threonine_13C-2 15N-0,3.15,420609,0,224446,0,2,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,420609,NA,NA,0,420609,NA,420609,45407139,0.009263058833105516
Threonine,200908_Smp_GBTFate2Tlong_C,Threonine_13C-2 15N-0,3.14,444708,0,297701,0,2,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,444708,NA,NA,0,444708,NA,444708,38204582,0.011640174469125195
Threonine,200908_Smp_GBTFate1T0_B,Threonine_13C-0 15N-1,3.15,2891229,0,999270,1,0,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,2891229,291.111118,3.1,248207,2643022,1,2643022,98236611,0.026904653703902714
Threonine,200908_Smp_GBTFate1T0_C,Threonine_13C-0 15N-1,3.14,700863,0,325536,1,0,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,700863,291.111118,3.1,248207,452656,1,452656,18203982,0.024865768379687476
Threonine,200908_Smp_GBTFate2T0_A,Threonine_13C-0 15N-1,3.15,684868,0,387739,1,0,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,684868,291.111118,3.1,248207,436661,1,436661,36703650,0.011896936680684346
Threonine,200908_Smp_GBTFate2T0_B,Threonine_13C-0 15N-1,3.15,1143001,0,493592,1,0,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,1143001,291.111118,3.1,248207,894794,1,894794,33089710,0.027041457903378422
Threonine,200908_Smp_GBTFate2T0_C,Threonine_13C-0 15N-1,3.15,1870306,0,701753,1,0,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,1870306,291.111118,3.1,248207,1622099,1,1622099,66074526,0.02454953668528776
Threonine,200908_Smp_GBTFate1Tlong_A,Threonine_13C-0 15N-1,3.14,2326954,0,781191,1,0,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,2326954,291.111118,3.1,248207,2078747,1,2078747,80702160,0.02575825727588952
Threonine,200908_Smp_GBTFate1Tlong_B,Threonine_13C-0 15N-1,3.15,2581247,0,951572,1,0,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,2581247,291.111118,3.1,248207,2333040,1,2333040,88674061,0.026310287063541615
Threonine,200908_Smp_GBTFate1Tlong_C,Threonine_13C-0 15N-1,3.15,1102588,0,401253,1,0,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,1102588,291.111118,3.1,248207,854381,1,854381,37178699,0.0229803899270386
Threonine,200908_Smp_GBTFate2Tlong_A,Threonine_13C-0 15N-1,3.15,1364479,0,530639,1,0,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,1364479,291.111118,3.1,248207,1116272,1,1116272,45407139,0.0245836232932447
Threonine,200908_Smp_GBTFate2Tlong_C,Threonine_13C-0 15N-1,3.15,1179766,0,495800,1,0,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,1179766,291.111118,3.1,248207,931559,1,931559,38204582,0.02438343652078172
Threonine,200908_Smp_GBTFate1T0_B,Threonine_13C-1 15N-1,3.15,423389,0,201627,1,1,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,423389,292.114472,3.1,0,423389,1,423389,98236611,0.004309890128436943
Threonine,200908_Smp_GBTFate1T0_C,Threonine_13C-1 15N-1,3.14,89549,0,77564,1,1,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,89549,292.114472,3.1,0,89549,1,89549,18203982,0.004919198447900026
Threonine,200908_Smp_GBTFate2T0_A,Threonine_13C-1 15N-1,3.14,140358,0,87345,1,1,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,140358,292.114472,3.1,0,140358,1,140358,36703650,0.003824088339987985
Threonine,200908_Smp_GBTFate2T0_B,Threonine_13C-1 15N-1,3.14,161142,0,140422,1,1,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,161142,292.114472,3.1,0,161142,1,161142,33089710,0.0048698522894277405
Threonine,200908_Smp_GBTFate2T0_C,Threonine_13C-1 15N-1,3.15,281626,0,125052,1,1,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,281626,292.114472,3.1,0,281626,1,281626,66074526,0.004262247753392888
Threonine,200908_Smp_GBTFate1Tlong_A,Threonine_13C-1 15N-1,3.14,343772,0,174164,1,1,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,343772,292.114472,3.1,0,343772,1,343772,80702160,0.0042597620683263
Threonine,200908_Smp_GBTFate1Tlong_B,Threonine_13C-1 15N-1,3.14,365930,0,188368,1,1,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,365930,292.114472,3.1,0,365930,1,365930,88674061,0.0041266859313006995
Threonine,200908_Smp_GBTFate1Tlong_C,Threonine_13C-1 15N-1,3.15,161716,0,106837,1,1,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,161716,292.114472,3.1,0,161716,1,161716,37178699,0.004349694969154246
Threonine,200908_Smp_GBTFate2Tlong_A,Threonine_13C-1 15N-1,3.1,21806,0,70097,1,1,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,21806,292.114472,3.1,0,21806,1,21806,45407139,4.802328550142743e-4
