Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT,Blk.Max.Area,Area.less.blk
Proline,200908_Smp_GBTFate1T0_C,Proline_13C-2 15N-0,3.83,275282,0,210643,0,2,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,275282,288.125875,3.8,55053,220229
Proline,200908_Smp_GBTFate2T0_A,Proline_13C-2 15N-0,3.83,324535,0,176850,0,2,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,324535,288.125875,3.8,55053,269482
Proline,200908_Smp_GBTFate2T0_B,Proline_13C-2 15N-0,3.82,297723,0,294480,0,2,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,297723,288.125875,3.8,55053,242670
Proline,200908_Smp_GBTFate2T0_C,Proline_13C-2 15N-0,3.83,624544,0,448435,0,2,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,624544,288.125875,3.8,55053,569491
Proline,200908_Smp_GBTFate1Tlong_A,Proline_13C-2 15N-0,3.82,884425,0,667694,0,2,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,884425,288.125875,3.8,55053,829372
Proline,200908_Smp_GBTFate1Tlong_B,Proline_13C-2 15N-0,3.83,1099932,0,818324,0,2,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,1099932,288.125875,3.8,55053,1044879
Proline,200908_Smp_GBTFate1Tlong_C,Proline_13C-2 15N-0,3.83,374405,0,295881,0,2,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,374405,288.125875,3.8,55053,319352
Proline,200908_Smp_GBTFate2Tlong_A,Proline_13C-2 15N-0,3.82,510344,0,332916,0,2,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,510344,288.125875,3.8,55053,455291
Proline,200908_Smp_GBTFate2Tlong_B,Proline_13C-2 15N-0,3.82,295465,0,191557,0,2,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,295465,288.125875,3.8,55053,240412
Proline,200908_Std_0.5uM_GBTFate1T0_A-1,Proline_13C-2 15N-0,3.86,919461,0,698709,0,2,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,919461,288.125875,3.8,55053,864408
Proline,200908_Std_1.0uM_GBTFate1T0_A-1,Proline_13C-2 15N-0,3.83,2119148,0,1601345,0,2,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,2119148,288.125875,3.8,55053,2064095
Proline,200908_Std_0uM_GBTFate1T0_A-1,Proline_13C-2 15N-0,3.86,NA,0,47419,0,2,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,ok,ok,ok,something is wrong,20593,288.125875,3.8,55053,NA
Proline,200908_Smp_GBTFate2Tlong_C,Proline_13C-2 15N-0,3.83,579514,0,490538,0,2,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,579514,288.125875,3.8,55053,524461
Proline,200908_Std_2.5uM_GBTFate1T0_A-1,Proline_13C-2 15N-0,3.83,3493902,0,2917106,0,2,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,3493902,288.125875,3.8,55053,3438849
Proline,200908_Std_0uM_GBTFate1T0_A-2,Proline_13C-2 15N-0,3.82,188141,0,154541,0,2,200908,Std,0uM,GBTFate1T0,A,NA,,ok,ok,ok,ok,all ok,188141,288.125875,3.8,55053,133088
Proline,200908_Std_0.5uM_GBTFate1T0_A-2,Proline_13C-2 15N-0,3.82,2990022,0,2235900,0,2,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,2990022,288.125875,3.8,55053,2934969
Proline,200908_Std_1.0uM_GBTFate1T0_A-2,Proline_13C-2 15N-0,3.82,5716293,0,3137485,0,2,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,5716293,288.125875,3.8,55053,5661240
Proline,200908_Std_2.5uM_GBTFate1T0_A-2,Proline_13C-2 15N-0,3.82,10537707,0,6802559,0,2,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,10537707,288.125875,3.8,55053,10482654
Proline,191001_Std_AA_AA-IS,Proline_13C-3 15N-0,3.77,320711,0,293718,0,3,191001,Std,AA,AA,IS,NA,,ok,ok,ok,ok,all ok,320711,NA,NA,0,320711
Proline,200908_Blk_GBTFateBlk_A,Proline_13C-3 15N-0,4.7,NA,0,21950,0,3,200908,Blk,GBTFateBlk,A,NA,NA,FateB,ok,ok,ok,bad RT,something is wrong,25050,NA,NA,0,NA
Proline,200908_Blk_GBTFateBlk_B,Proline_13C-3 15N-0,4.7,NA,0,103644,0,3,200908,Blk,GBTFateBlk,B,NA,NA,FateB,ok,ok,ok,bad RT,something is wrong,94636,NA,NA,0,NA
Proline,200908_Smp_GBTFate1T0_A,Proline_13C-3 15N-0,4.69,NA,0,217352,0,3,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,bad RT,something is wrong,255368,NA,NA,0,NA
Proline,200908_Smp_GBTFate1T0_B,Proline_13C-3 15N-0,4.69,NA,0,1117073,0,3,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,bad RT,something is wrong,1280593,NA,NA,0,NA
Proline,200908_Smp_GBTFate1T0_C,Proline_13C-3 15N-0,4.69,NA,0,210754,0,3,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,bad RT,something is wrong,244278,NA,NA,0,NA
Proline,200908_Smp_GBTFate2T0_A,Proline_13C-3 15N-0,4.69,NA,0,341573,0,3,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,bad RT,something is wrong,439311,NA,NA,0,NA
Proline,200908_Smp_GBTFate2T0_B,Proline_13C-3 15N-0,4.69,NA,0,313707,0,3,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,bad RT,something is wrong,355325,NA,NA,0,NA
Proline,200908_Smp_GBTFate2T0_C,Proline_13C-3 15N-0,4.69,NA,0,542999,0,3,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,bad RT,something is wrong,622729,NA,NA,0,NA
Proline,200908_Smp_GBTFate1Tlong_A,Proline_13C-3 15N-0,4.69,NA,5459,634938,0,3,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,bad RT,something is wrong,736568,NA,NA,0,NA
Proline,200908_Smp_GBTFate1Tlong_B,Proline_13C-3 15N-0,3.82,11185,0,49932,0,3,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,11185,NA,NA,0,11185
Proline,200908_Smp_GBTFate1Tlong_C,Proline_13C-3 15N-0,4.69,NA,0,369188,0,3,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,bad RT,something is wrong,398444,NA,NA,0,NA
Proline,200908_Smp_GBTFate2Tlong_A,Proline_13C-3 15N-0,4.69,NA,0,545716,0,3,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,bad RT,something is wrong,686367,NA,NA,0,NA
Proline,200908_Smp_GBTFate2Tlong_B,Proline_13C-3 15N-0,4.69,NA,0,276669,0,3,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,bad RT,something is wrong,360435,NA,NA,0,NA
Proline,200908_Std_0.5uM_GBTFate1T0_A-1,Proline_13C-3 15N-0,3.86,19875,0,65207,0,3,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,19875,NA,NA,0,19875
Proline,200908_Std_1.0uM_GBTFate1T0_A-1,Proline_13C-3 15N-0,3.83,99806,0,116779,0,3,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,99806,NA,NA,0,99806
Proline,200908_Std_0uM_GBTFate1T0_A-1,Proline_13C-3 15N-0,4.72,NA,0,85914,0,3,200908,Std,0uM,GBTFate1T0,A,NA,,ok,ok,ok,bad RT,something is wrong,68705,NA,NA,0,NA
Proline,200908_Smp_GBTFate2Tlong_C,Proline_13C-3 15N-0,4.69,NA,0,486536,0,3,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,bad RT,something is wrong,602002,NA,NA,0,NA
Proline,200908_Std_2.5uM_GBTFate1T0_A-1,Proline_13C-3 15N-0,3.83,197323,0,193727,0,3,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,197323,NA,NA,0,197323
Proline,200908_Std_0uM_GBTFate1T0_A-2,Proline_13C-3 15N-0,4.69,NA,0,169971,0,3,200908,Std,0uM,GBTFate1T0,A,NA,,ok,ok,ok,bad RT,something is wrong,220449,NA,NA,0,NA
Proline,200908_Std_0.5uM_GBTFate1T0_A-2,Proline_13C-3 15N-0,3.82,137961,0,133381,0,3,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,137961,NA,NA,0,137961
Proline,200908_Std_1.0uM_GBTFate1T0_A-2,Proline_13C-3 15N-0,3.83,320128,0,224105,0,3,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,320128,NA,NA,0,320128
Proline,200908_Std_2.5uM_GBTFate1T0_A-2,Proline_13C-3 15N-0,3.82,671377,0,591057,0,3,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,671377,NA,NA,0,671377
Proline,191001_Std_AA_AA-IS,Proline_13C-0 15N-1,3.77,8634501,0,7950809,1,0,191001,Std,AA,AA,IS,NA,,ok,ok,ok,ok,all ok,8634501,287.116203,3.8,201911,8432590
Proline,200908_Blk_GBTFateBlk_A,Proline_13C-0 15N-1,3.84,NA,0,51288,1,0,200908,Blk,GBTFateBlk,A,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,72422,287.116203,3.8,201911,NA
Proline,200908_Blk_GBTFateBlk_B,Proline_13C-0 15N-1,3.83,NA,0,145223,1,0,200908,Blk,GBTFateBlk,B,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,201911,287.116203,3.8,201911,NA
Proline,200908_Smp_GBTFate1T0_A,Proline_13C-0 15N-1,3.82,472550,0,336603,1,0,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,472550,287.116203,3.8,201911,270639
Proline,200908_Smp_GBTFate1T0_B,Proline_13C-0 15N-1,3.83,2239856,0,1249331,1,0,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,2239856,287.116203,3.8,201911,2037945
Proline,200908_Smp_GBTFate1T0_C,Proline_13C-0 15N-1,3.83,533191,0,406769,1,0,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,533191,287.116203,3.8,201911,331280
Proline,200908_Smp_GBTFate2T0_A,Proline_13C-0 15N-1,3.83,817598,0,416012,1,0,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,817598,287.116203,3.8,201911,615687
Proline,200908_Smp_GBTFate2T0_B,Proline_13C-0 15N-1,3.83,698342,0,558106,1,0,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,698342,287.116203,3.8,201911,496431
Proline,200908_Smp_GBTFate2T0_C,Proline_13C-0 15N-1,3.83,1140060,0,633540,1,0,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,1140060,287.116203,3.8,201911,938149
Proline,200908_Smp_GBTFate1Tlong_A,Proline_13C-0 15N-1,3.82,1773639,0,1264925,1,0,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,1773639,287.116203,3.8,201911,1571728
Proline,200908_Smp_GBTFate1Tlong_B,Proline_13C-0 15N-1,3.83,2284113,0,1704563,1,0,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,2284113,287.116203,3.8,201911,2082202
Proline,200908_Smp_GBTFate1Tlong_C,Proline_13C-0 15N-1,3.83,888798,0,569437,1,0,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,888798,287.116203,3.8,201911,686887
Proline,200908_Smp_GBTFate2Tlong_A,Proline_13C-0 15N-1,3.82,1033303,0,570359,1,0,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,1033303,287.116203,3.8,201911,831392
Proline,200908_Smp_GBTFate2Tlong_B,Proline_13C-0 15N-1,3.82,569983,0,391511,1,0,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,569983,287.116203,3.8,201911,368072
Proline,200908_Std_0.5uM_GBTFate1T0_A-1,Proline_13C-0 15N-1,3.86,1579123,0,1285925,1,0,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,1579123,287.116203,3.8,201911,1377212
Proline,200908_Std_1.0uM_GBTFate1T0_A-1,Proline_13C-0 15N-1,3.83,3772029,25333,2851379,1,0,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,3772029,287.116203,3.8,201911,3570118
Proline,200908_Std_0uM_GBTFate1T0_A-1,Proline_13C-0 15N-1,3.86,NA,0,109593,1,0,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,ok,ok,ok,something is wrong,125187,287.116203,3.8,201911,NA
Proline,200908_Smp_GBTFate2Tlong_C,Proline_13C-0 15N-1,3.83,1060158,369,798319,1,0,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,1060158,287.116203,3.8,201911,858247
Proline,200908_Std_2.5uM_GBTFate1T0_A-1,Proline_13C-0 15N-1,3.83,6460289,21178,5522892,1,0,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,6460289,287.116203,3.8,201911,6258378
Proline,200908_Std_0uM_GBTFate1T0_A-2,Proline_13C-0 15N-1,3.82,444867,0,329637,1,0,200908,Std,0uM,GBTFate1T0,A,NA,,ok,ok,ok,ok,all ok,444867,287.116203,3.8,201911,242956
Proline,200908_Std_0.5uM_GBTFate1T0_A-2,Proline_13C-0 15N-1,3.82,5024707,54343,3491948,1,0,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,5024707,287.116203,3.8,201911,4822796
Proline,200908_Std_1.0uM_GBTFate1T0_A-2,Proline_13C-0 15N-1,3.82,11173887,34808,6526122,1,0,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,11173887,287.116203,3.8,201911,10971976
Proline,200908_Std_2.5uM_GBTFate1T0_A-2,Proline_13C-0 15N-1,3.82,23217942,181338,15375680,1,0,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,23217942,287.116203,3.8,201911,23016031
Proline,191001_Std_AA_AA-IS,Proline_13C-1 15N-1,3.77,966352,0,911789,1,1,191001,Std,AA,AA,IS,NA,,ok,ok,ok,ok,all ok,966352,288.119557,3.8,20697,945655
Proline,200908_Blk_GBTFateBlk_A,Proline_13C-1 15N-1,3.72,NA,0,3262,1,1,200908,Blk,GBTFateBlk,A,NA,NA,FateB,comparable to blank,ok,too small,ok,something is wrong,839,288.119557,3.8,20697,NA
Proline,200908_Blk_GBTFateBlk_B,Proline_13C-1 15N-1,3.83,NA,0,42701,1,1,200908,Blk,GBTFateBlk,B,NA,NA,FateB,comparable to blank,ok,ok,ok,something is wrong,20697,288.119557,3.8,20697,NA
Proline,200908_Smp_GBTFate1T0_A,Proline_13C-1 15N-1,3.82,42609,0,51449,1,1,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,ok,all ok,42609,288.119557,3.8,20697,21912
Proline,200908_Smp_GBTFate1T0_B,Proline_13C-1 15N-1,3.83,310237,0,173930,1,1,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,ok,all ok,310237,288.119557,3.8,20697,289540
Proline,200908_Smp_GBTFate1T0_C,Proline_13C-1 15N-1,3.83,97458,0,87552,1,1,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,ok,all ok,97458,288.119557,3.8,20697,76761
Proline,200908_Smp_GBTFate2T0_A,Proline_13C-1 15N-1,3.84,102552,0,62518,1,1,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,ok,all ok,102552,288.119557,3.8,20697,81855
Proline,200908_Smp_GBTFate2T0_B,Proline_13C-1 15N-1,3.82,120112,0,124248,1,1,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,ok,all ok,120112,288.119557,3.8,20697,99415
Proline,200908_Smp_GBTFate2T0_C,Proline_13C-1 15N-1,3.83,165212,0,128923,1,1,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,ok,all ok,165212,288.119557,3.8,20697,144515
Proline,200908_Smp_GBTFate1Tlong_A,Proline_13C-1 15N-1,3.82,255315,0,203233,1,1,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,ok,all ok,255315,288.119557,3.8,20697,234618
Proline,200908_Smp_GBTFate1Tlong_B,Proline_13C-1 15N-1,3.83,291900,0,190909,1,1,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,291900,288.119557,3.8,20697,271203
Proline,200908_Smp_GBTFate1Tlong_C,Proline_13C-1 15N-1,3.83,126232,0,132520,1,1,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,ok,all ok,126232,288.119557,3.8,20697,105535
Proline,200908_Smp_GBTFate2Tlong_A,Proline_13C-1 15N-1,3.82,153877,0,124005,1,1,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,ok,all ok,153877,288.119557,3.8,20697,133180
Proline,200908_Smp_GBTFate2Tlong_B,Proline_13C-1 15N-1,3.83,98128,0,72411,1,1,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,ok,all ok,98128,288.119557,3.8,20697,77431
Proline,200908_Std_0.5uM_GBTFate1T0_A-1,Proline_13C-1 15N-1,3.86,223562,0,224132,1,1,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,223562,288.119557,3.8,20697,202865
Proline,200908_Std_1.0uM_GBTFate1T0_A-1,Proline_13C-1 15N-1,3.83,527502,0,503638,1,1,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,527502,288.119557,3.8,20697,506805
Proline,200908_Std_0uM_GBTFate1T0_A-1,Proline_13C-1 15N-1,3.86,NA,0,24239,1,1,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,ok,ok,ok,something is wrong,7502,288.119557,3.8,20697,NA
Proline,200908_Smp_GBTFate2Tlong_C,Proline_13C-1 15N-1,3.83,143488,0,110123,1,1,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,ok,all ok,143488,288.119557,3.8,20697,122791
Proline,200908_Std_2.5uM_GBTFate1T0_A-1,Proline_13C-1 15N-1,3.84,862158,0,806155,1,1,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,862158,288.119557,3.8,20697,841461
Proline,200908_Std_0uM_GBTFate1T0_A-2,Proline_13C-1 15N-1,3.82,68924,0,67217,1,1,200908,Std,0uM,GBTFate1T0,A,NA,,ok,ok,ok,ok,all ok,68924,288.119557,3.8,20697,48227
Proline,200908_Std_0.5uM_GBTFate1T0_A-2,Proline_13C-1 15N-1,3.82,588373,0,420585,1,1,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,588373,288.119557,3.8,20697,567676
Proline,200908_Std_1.0uM_GBTFate1T0_A-2,Proline_13C-1 15N-1,3.82,1330225,0,760306,1,1,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,1330225,288.119557,3.8,20697,1309528
Proline,200908_Std_2.5uM_GBTFate1T0_A-2,Proline_13C-1 15N-1,3.82,2743730,0,1807366,1,1,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,2743730,288.119557,3.8,20697,2723033
Proline,191001_Std_AA_AA-IS,Proline_13C-2 15N-1,3.77,132459,0,110503,1,2,191001,Std,AA,AA,IS,NA,,ok,ok,ok,ok,all ok,132459,NA,NA,0,132459
Proline,200908_Blk_GBTFateBlk_A,Proline_13C-2 15N-1,4.77,NA,0,847503,1,2,200908,Blk,GBTFateBlk,A,NA,NA,FateB,ok,ok,ok,bad RT,something is wrong,1000844,NA,NA,0,NA
Proline,200908_Blk_GBTFateBlk_B,Proline_13C-2 15N-1,4.77,NA,0,641677,1,2,200908,Blk,GBTFateBlk,B,NA,NA,FateB,ok,ok,ok,bad RT,something is wrong,841065,NA,NA,0,NA
Proline,200908_Smp_GBTFate1T0_A,Proline_13C-2 15N-1,4.77,NA,0,723131,1,2,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,bad RT,something is wrong,867196,NA,NA,0,NA
Proline,200908_Smp_GBTFate1T0_B,Proline_13C-2 15N-1,4.77,NA,0,889539,1,2,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,bad RT,something is wrong,1080444,NA,NA,0,NA
Proline,200908_Smp_GBTFate1T0_C,Proline_13C-2 15N-1,4.77,NA,0,778614,1,2,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,bad RT,something is wrong,948327,NA,NA,0,NA
Proline,200908_Smp_GBTFate2T0_A,Proline_13C-2 15N-1,4.77,NA,0,699959,1,2,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,bad RT,something is wrong,1020035,NA,NA,0,NA
Proline,200908_Smp_GBTFate2T0_B,Proline_13C-2 15N-1,4.77,NA,0,725345,1,2,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,bad RT,something is wrong,886779,NA,NA,0,NA
Proline,200908_Smp_GBTFate2T0_C,Proline_13C-2 15N-1,4.77,NA,0,850837,1,2,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,bad RT,something is wrong,1117983,NA,NA,0,NA
Proline,200908_Smp_GBTFate1Tlong_A,Proline_13C-2 15N-1,4.77,NA,0,801761,1,2,200908,Smp,GBTFate1Tlong,A,NA,96,Fate1,ok,ok,ok,bad RT,something is wrong,936865,NA,NA,0,NA
Proline,200908_Smp_GBTFate1Tlong_B,Proline_13C-2 15N-1,3.82,9438,0,42133,1,2,200908,Smp,GBTFate1Tlong,B,NA,96,Fate1,ok,ok,ok,ok,all ok,9438,NA,NA,0,9438
Proline,200908_Smp_GBTFate1Tlong_C,Proline_13C-2 15N-1,4.77,NA,0,779724,1,2,200908,Smp,GBTFate1Tlong,C,NA,96,Fate1,ok,ok,ok,bad RT,something is wrong,889478,NA,NA,0,NA
Proline,200908_Smp_GBTFate2Tlong_A,Proline_13C-2 15N-1,4.77,NA,0,895253,1,2,200908,Smp,GBTFate2Tlong,A,NA,96,Fate2,ok,ok,ok,bad RT,something is wrong,1115718,NA,NA,0,NA
Proline,200908_Smp_GBTFate2Tlong_B,Proline_13C-2 15N-1,4.77,NA,0,675898,1,2,200908,Smp,GBTFate2Tlong,B,NA,96,Fate2,ok,ok,ok,bad RT,something is wrong,881582,NA,NA,0,NA
Proline,200908_Std_0.5uM_GBTFate1T0_A-1,Proline_13C-2 15N-1,3.86,9633,0,23997,1,2,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,9633,NA,NA,0,9633
Proline,200908_Std_1.0uM_GBTFate1T0_A-1,Proline_13C-2 15N-1,3.83,57122,0,78792,1,2,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,57122,NA,NA,0,57122
Proline,200908_Std_0uM_GBTFate1T0_A-1,Proline_13C-2 15N-1,4.8,NA,0,350441,1,2,200908,Std,0uM,GBTFate1T0,A,NA,,ok,ok,ok,bad RT,something is wrong,455130,NA,NA,0,NA
Proline,200908_Smp_GBTFate2Tlong_C,Proline_13C-2 15N-1,4.77,NA,0,839078,1,2,200908,Smp,GBTFate2Tlong,C,NA,96,Fate2,ok,ok,ok,bad RT,something is wrong,1030236,NA,NA,0,NA
Proline,200908_Std_2.5uM_GBTFate1T0_A-1,Proline_13C-2 15N-1,3.83,120401,0,132207,1,2,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,120401,NA,NA,0,120401
Proline,200908_Std_0uM_GBTFate1T0_A-2,Proline_13C-2 15N-1,3.73,NA,0,0,1,2,200908,Std,0uM,GBTFate1T0,A,NA,,comparable to blank,NA,too small,ok,something is wrong,0,NA,NA,0,NA
Proline,200908_Std_0.5uM_GBTFate1T0_A-2,Proline_13C-2 15N-1,3.82,70915,0,93490,1,2,200908,Std,0,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,70915,NA,NA,0,70915
Proline,200908_Std_1.0uM_GBTFate1T0_A-2,Proline_13C-2 15N-1,3.82,224899,0,163244,1,2,200908,Std,1,0uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,224899,NA,NA,0,224899
Proline,200908_Std_2.5uM_GBTFate1T0_A-2,Proline_13C-2 15N-1,3.83,395346,0,373911,1,2,200908,Std,2,5uM,GBTFate1T0,NA,,ok,ok,ok,ok,all ok,395346,NA,NA,0,395346
Proline,191001_Std_AA_AA-IS,Proline_13C-3 15N-1,3.06,NA,0,627913,1,3,191001,Std,AA,AA,IS,NA,,ok,ok,ok,bad RT,something is wrong,782213,NA,NA,0,NA
Proline,200908_Blk_GBTFateBlk_A,Proline_13C-3 15N-1,4.77,NA,0,159188,1,3,200908,Blk,GBTFateBlk,A,NA,NA,FateB,ok,ok,ok,bad RT,something is wrong,178771,NA,NA,0,NA
Proline,200908_Blk_GBTFateBlk_B,Proline_13C-3 15N-1,4.77,NA,0,115301,1,3,200908,Blk,GBTFateBlk,B,NA,NA,FateB,ok,ok,ok,bad RT,something is wrong,168495,NA,NA,0,NA
Proline,200908_Smp_GBTFate1T0_A,Proline_13C-3 15N-1,4.77,NA,0,139119,1,3,200908,Smp,GBTFate1T0,A,NA,0,Fate1,ok,ok,ok,bad RT,something is wrong,134106,NA,NA,0,NA
Proline,200908_Smp_GBTFate1T0_B,Proline_13C-3 15N-1,3.15,NA,0,112513,1,3,200908,Smp,GBTFate1T0,B,NA,0,Fate1,ok,ok,ok,bad RT,something is wrong,227253,NA,NA,0,NA
Proline,200908_Smp_GBTFate1T0_C,Proline_13C-3 15N-1,3.15,NA,0,49396,1,3,200908,Smp,GBTFate1T0,C,NA,0,Fate1,ok,ok,ok,bad RT,something is wrong,87046,NA,NA,0,NA
Proline,200908_Smp_GBTFate2T0_A,Proline_13C-3 15N-1,4.77,NA,0,179529,1,3,200908,Smp,GBTFate2T0,A,NA,0,Fate2,ok,ok,ok,bad RT,something is wrong,202630,NA,NA,0,NA
Proline,200908_Smp_GBTFate2T0_B,Proline_13C-3 15N-1,3.14,NA,0,69393,1,3,200908,Smp,GBTFate2T0,B,NA,0,Fate2,ok,ok,ok,bad RT,something is wrong,99905,NA,NA,0,NA
Proline,200908_Smp_GBTFate2T0_C,Proline_13C-3 15N-1,3.15,NA,0,74631,1,3,200908,Smp,GBTFate2T0,C,NA,0,Fate2,ok,ok,ok,bad RT,something is wrong,119856,NA,NA,0,NA
