time,lat,lon,depth,CTD_Temperature
2019-04-18T22:07:47.000Z,41.59,-157.878,15.7,9.671
2019-04-18T22:07:56.000Z,41.59,-157.878,15.2,9.673
2019-04-18T22:08:01.000Z,41.59,-157.878,15.4,9.672
2019-04-18T22:08:07.000Z,41.59,-157.878,14.9,9.674
2019-04-18T22:08:13.000Z,41.59,-157.878,14.7,9.675
2019-04-18T22:08:18.000Z,41.59,-157.878,15.9,9.67
2019-04-18T22:08:22.000Z,41.59,-157.878,14.3,9.676
2019-04-18T22:08:27.000Z,41.59,-157.878,15.6,9.671
2019-04-18T22:08:30.000Z,41.59,-157.878,15.1,9.673
2019-04-18T22:08:36.000Z,41.59,-157.878,15.8,9.67
2019-04-18T22:08:40.000Z,41.59,-157.878,14.1,9.676
2019-04-18T22:08:46.000Z,41.59,-157.878,16.5,9.667
2019-04-18T22:08:54.000Z,41.59,-157.878,16.2,9.668
2019-04-18T22:08:59.000Z,41.59,-157.878,13.5,9.677
2019-04-20T01:55:00.000Z,36.999,-158.001,15.1,13.565999999999999
2019-04-20T15:50:27.000Z,37.004,-158.003,17,13.5
2019-04-20T15:50:49.000Z,37.004,-158.003,15.7,13.501
2019-04-20T15:51:30.000Z,37.004,-158.003,16.1,13.501
2019-04-20T15:52:01.000Z,37.004,-158.003,15.6,13.501
2019-04-20T15:52:14.000Z,37.004,-158.003,16.2,13.501
2019-04-20T15:52:25.000Z,37.004,-158.003,16.2,13.501
2019-04-20T15:52:36.000Z,37.004,-158.003,15.8,13.501
2019-04-20T15:52:45.000Z,37.004,-158.003,15.9,13.501
2019-04-20T15:52:55.000Z,37.004,-158.003,15.6,13.501
2019-04-20T15:53:04.000Z,37.004,-158.003,14.9,13.5
2019-04-20T15:53:12.000Z,37.004,-158.003,15.3,13.5
2019-04-20T15:53:21.000Z,37.004,-158.003,15.7,13.501
2019-04-20T15:53:30.000Z,37.004,-158.003,15,13.5
2019-04-20T15:53:39.000Z,37.004,-158.003,15.1,13.5
2019-04-20T15:53:48.000Z,37.004,-158.003,15.7,13.501
2019-04-20T15:53:56.000Z,37.004,-158.003,16.3,13.501
2019-04-20T15:54:13.000Z,37.004,-158.003,16.3,13.501
2019-04-20T15:54:31.000Z,37.004,-158.003,16.6,13.5
2019-04-20T15:54:40.000Z,37.004,-158.003,15.9,13.501
2019-04-20T15:54:50.000Z,37.004,-158.003,16.1,13.501
2019-04-20T15:54:59.000Z,37.004,-158.003,16.1,13.501
2019-04-20T15:55:11.000Z,37.004,-158.003,16.5,13.5
2019-04-20T15:55:21.000Z,37.004,-158.003,15.7,13.501
2019-04-20T18:05:12.000Z,37.003,-158.001,17,13.265999999999998
2019-04-20T18:05:15.000Z,37.003,-158.001,16.1,13.274000000000001
2019-04-20T18:05:19.000Z,37.003,-158.001,16.7,13.269
