type,SampID,Experiment,Timepoint,ionization,runDate,N.lab,C.lab,Precursor Ion Name,Protein Name,Fraction1,iso.mz,MID.mean,MID.sd,Area.filled.w.background.mean,Area.filled.w.background.sd
Smp,GBTFate1MT50,Fate1,50,pos,200612,1,3,L-Tryptophan_13C-3 15N-1,L-Tryptophan,CyanoAq,209.104801,0.001490669585240802,0.0025819154589346947,4433.333333333333,7678.758580222023
Smp,GBTFate1MT50,Fate1,50,pos,200612,1,5,Methylthioadenosine_13C-5 15N-1,Methylthioadenosine,CyanoAq,304.111193,0,0,0,0
Smp,GBTFate1MT8,Fate1,8,pos,200612,0,0,Butyrylcarnitine_13C-0 15N-0,Butyrylcarnitine,CyanoAq,232.154884,0.9556216440355775,0.024562656070785876,203920.33333333334,92094.19031802892
Smp,GBTFate1MT8,Fate1,8,pos,200612,0,0,L-Phenylalanine_13C-0 15N-0,L-Phenylalanine,CyanoAq,166.086804,0.9137545524078486,0.005361790866468788,13955877,5222485.480827687
Smp,GBTFate1MT8,Fate1,8,pos,200612,0,0,L-Tryptophan_13C-0 15N-0,L-Tryptophan,CyanoAq,205.097703,0.9198020960542712,0.0066199785752057705,1656095.6666666667,631312.055497385
Smp,GBTFate1MT8,Fate1,8,pos,200612,0,0,Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,CyanoAq,298.097387,0.8905575969364778,0.011042092730953305,225050.33333333334,87930.549101739
Smp,GBTFate1MT8,Fate1,8,pos,200612,0,0,Xanthine_13C-0 15N-0,Xanthine,CyanoAq,153.041251,1,0,1025110.6666666666,575900.4467478154
Smp,GBTFate1MT8,Fate1,8,pos,200612,0,1,Butyrylcarnitine_13C-1 15N-0,Butyrylcarnitine,CyanoAq,233.158238,0.0443783559644225,0.02456265607078587,10293.333333333334,6940.070196571021
Smp,GBTFate1MT8,Fate1,8,pos,200612,0,1,L-Phenylalanine_13C-1 15N-0,L-Phenylalanine,CyanoAq,167.090158,0.08161969856945746,0.004919068164310247,1267001.6666666667,533258.1853664633
Smp,GBTFate1MT8,Fate1,8,pos,200612,0,1,L-Tryptophan_13C-1 15N-0,L-Tryptophan,CyanoAq,206.101057,0.07600713349186619,0.004371041161303461,135140.33333333334,47247.3587127718
Smp,GBTFate1MT8,Fate1,8,pos,200612,0,1,Methylthioadenosine_13C-1 15N-0,Methylthioadenosine,CyanoAq,299.100741,0.08196385269771878,0.02051544842935115,21967.666666666668,13866.00700754667
Smp,GBTFate1MT8,Fate1,8,pos,200612,0,2,L-Phenylalanine_13C-2 15N-0,L-Phenylalanine,CyanoAq,168.093512,0.003179712111206132,3.517100861062752e-4,49642,22936.515406661056
