Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea
Butyrylcarnitine,200612_Smp_GBTFate1MT4-pos_B,Butyrylcarnitine_13C-0 15N-0,1.37,253220,0,62140,CyanoAq,0,0,200612,Smp,GBTFate1MT4,pos,B,4,Fate1,ok,ok,ok,ok,all ok,253220
Butyrylcarnitine,200612_Smp_GBTFate1MT4-pos_C,Butyrylcarnitine_13C-0 15N-0,1.37,194126,0,49441,CyanoAq,0,0,200612,Smp,GBTFate1MT4,pos,C,4,Fate1,ok,ok,ok,ok,all ok,194126
Butyrylcarnitine,200612_Smp_GBTFate1MT50-pos_A,Butyrylcarnitine_13C-0 15N-0,1.37,383660,0,111038,CyanoAq,0,0,200612,Smp,GBTFate1MT50,pos,A,50,Fate1,ok,ok,ok,ok,all ok,383660
Butyrylcarnitine,200612_Smp_GBTFate1MT50-pos_B,Butyrylcarnitine_13C-0 15N-0,1.36,389059,0,109173,CyanoAq,0,0,200612,Smp,GBTFate1MT50,pos,B,50,Fate1,ok,ok,ok,ok,all ok,389059
Butyrylcarnitine,200612_Smp_GBTFate1MT50-pos_C,Butyrylcarnitine_13C-0 15N-0,1.37,273098,0,80711,CyanoAq,0,0,200612,Smp,GBTFate1MT50,pos,C,50,Fate1,ok,ok,ok,ok,all ok,273098
Butyrylcarnitine,200612_Smp_GBTFate1MTlong-pos_A,Butyrylcarnitine_13C-0 15N-0,1.37,1430017,0,474018,CyanoAq,0,0,200612,Smp,GBTFate1MTlong,pos,A,96,Fate1,ok,ok,ok,ok,all ok,1430017
Butyrylcarnitine,200612_Smp_GBTFate1MTlong-pos_B,Butyrylcarnitine_13C-0 15N-0,1.37,1378710,2541,476330,CyanoAq,0,0,200612,Smp,GBTFate1MTlong,pos,B,96,Fate1,ok,ok,ok,ok,all ok,1378710
Butyrylcarnitine,200612_Smp_GBTFate1MTlong-pos_C,Butyrylcarnitine_13C-0 15N-0,1.37,1797399,0,548033,CyanoAq,0,0,200612,Smp,GBTFate1MTlong,pos,C,96,Fate1,ok,ok,ok,ok,all ok,1797399
Butyrylcarnitine,200612_Smp_GBTFate2MT0-pos_A,Butyrylcarnitine_13C-0 15N-0,1.37,118134,0,31642,CyanoAq,0,0,200612,Smp,GBTFate2MT0,pos,A,0,Fate2,ok,ok,ok,ok,all ok,118134
Butyrylcarnitine,200612_Smp_GBTFate2MT0-pos_B,Butyrylcarnitine_13C-0 15N-0,1.37,159291,0,26691,CyanoAq,0,0,200612,Smp,GBTFate2MT0,pos,B,0,Fate2,ok,ok,ok,ok,all ok,159291
Butyrylcarnitine,200612_Smp_GBTFate2MT0-pos_C,Butyrylcarnitine_13C-0 15N-0,1.33,108119,0,24037,CyanoAq,0,0,200612,Smp,GBTFate2MT0,pos,C,0,Fate2,ok,ok,ok,ok,all ok,108119
Butyrylcarnitine,200612_Smp_GBTFate2MT12-pos_A,Butyrylcarnitine_13C-0 15N-0,1.35,95338,0,25351,CyanoAq,0,0,200612,Smp,GBTFate2MT12,pos,A,12,Fate2,ok,ok,ok,ok,all ok,95338
Butyrylcarnitine,200612_Smp_GBTFate2MT12-pos_B,Butyrylcarnitine_13C-0 15N-0,1.34,107036,0,21936,CyanoAq,0,0,200612,Smp,GBTFate2MT12,pos,B,12,Fate2,ok,ok,ok,ok,all ok,107036
Butyrylcarnitine,200612_Smp_GBTFate2MT12-pos_C,Butyrylcarnitine_13C-0 15N-0,1.34,131832,0,30168,CyanoAq,0,0,200612,Smp,GBTFate2MT12,pos,C,12,Fate2,ok,ok,ok,ok,all ok,131832
Butyrylcarnitine,200612_Smp_GBTFate2MT24-pos_A,Butyrylcarnitine_13C-0 15N-0,1.32,177628,0,41943,CyanoAq,0,0,200612,Smp,GBTFate2MT24,pos,A,24,Fate2,ok,ok,ok,ok,all ok,177628
Butyrylcarnitine,200612_Smp_GBTFate2MT24-pos_B,Butyrylcarnitine_13C-0 15N-0,1.33,103593,0,24869,CyanoAq,0,0,200612,Smp,GBTFate2MT24,pos,B,24,Fate2,ok,ok,ok,ok,all ok,103593
Butyrylcarnitine,200612_Smp_GBTFate2MT24-pos_C,Butyrylcarnitine_13C-0 15N-0,1.34,131407,0,26256,CyanoAq,0,0,200612,Smp,GBTFate2MT24,pos,C,24,Fate2,ok,ok,ok,ok,all ok,131407
Butyrylcarnitine,200612_Smp_GBTFate2MT48-pos_A,Butyrylcarnitine_13C-0 15N-0,1.33,261456,0,74813,CyanoAq,0,0,200612,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,261456
Butyrylcarnitine,200612_Smp_GBTFate2MT48-pos_B,Butyrylcarnitine_13C-0 15N-0,1.32,169329,403,53608,CyanoAq,0,0,200612,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,169329
Butyrylcarnitine,200612_Smp_GBTFate2MT48-pos_C,Butyrylcarnitine_13C-0 15N-0,1.34,257496,0,77711,CyanoAq,0,0,200612,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,257496
Butyrylcarnitine,200612_Smp_GBTFate2MT5-pos_A,Butyrylcarnitine_13C-0 15N-0,1.32,91449,0,20897,CyanoAq,0,0,200612,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,ok,all ok,91449
Butyrylcarnitine,200612_Smp_GBTFate2MT5-pos_B,Butyrylcarnitine_13C-0 15N-0,1.34,74454,0,12737,CyanoAq,0,0,200612,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,74454
Butyrylcarnitine,200612_Smp_GBTFate2MT5-pos_C,Butyrylcarnitine_13C-0 15N-0,1.35,NA,0,16087,CyanoAq,0,0,200612,Smp,GBTFate2MT5,pos,C,5,Fate2,comparable to blank,ok,ok,ok,something is wrong,46173
Butyrylcarnitine,200612_Smp_GBTFate2MTlong-pos_A,Butyrylcarnitine_13C-0 15N-0,1.33,295980,0,81831,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,295980
Butyrylcarnitine,200612_Smp_GBTFate2MTlong-pos_B,Butyrylcarnitine_13C-0 15N-0,1.34,285894,0,79836,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,285894
Butyrylcarnitine,200612_Smp_GBTFate2MTlong-pos_C,Butyrylcarnitine_13C-0 15N-0,1.32,170828,0,41346,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,170828
Butyrylcarnitine,200612_Poo_QC2_1,Butyrylcarnitine_13C-0 15N-0,1.37,793123,0,267526,CyanoAq,0,0,200612,Poo,QC2,1,NA,NA,,ok,ok,ok,ok,all ok,793123
Butyrylcarnitine,200612_Poo_QC2_2,Butyrylcarnitine_13C-0 15N-0,1.37,856117,0,268529,CyanoAq,0,0,200612,Poo,QC2,2,NA,NA,,ok,ok,ok,ok,all ok,856117
Butyrylcarnitine,200612_Poo_QC2_3,Butyrylcarnitine_13C-0 15N-0,1.38,805213,0,264961,CyanoAq,0,0,200612,Poo,QC2,3,NA,NA,,ok,ok,ok,ok,all ok,805213
Butyrylcarnitine,200612_Poo_QC2_4,Butyrylcarnitine_13C-0 15N-0,1.38,783162,0,272636,CyanoAq,0,0,200612,Poo,QC2,4,NA,NA,,ok,ok,ok,ok,all ok,783162
Butyrylcarnitine,200612_Poo_QC2_5,Butyrylcarnitine_13C-0 15N-0,1.38,767225,3297,253658,CyanoAq,0,0,200612,Poo,QC2,5,NA,NA,,ok,ok,ok,ok,all ok,767225
Butyrylcarnitine,200612_Poo_TruePooGBT_Full1,Butyrylcarnitine_13C-0 15N-0,1.38,291843,0,67304,CyanoAq,0,0,200612,Poo,TruePooGBT,Full1,NA,NA,ePooG,ok,ok,ok,ok,all ok,291843
Butyrylcarnitine,200612_Poo_TruePooGBT_Full2,Butyrylcarnitine_13C-0 15N-0,1.36,288832,0,69257,CyanoAq,0,0,200612,Poo,TruePooGBT,Full2,NA,NA,ePooG,ok,ok,ok,ok,all ok,288832
Butyrylcarnitine,200612_Poo_TruePooGBT_Full3,Butyrylcarnitine_13C-0 15N-0,1.37,287596,0,70198,CyanoAq,0,0,200612,Poo,TruePooGBT,Full3,NA,NA,ePooG,ok,ok,ok,ok,all ok,287596
Butyrylcarnitine,200612_Poo_TruePooGBT_Full4,Butyrylcarnitine_13C-0 15N-0,1.36,252647,0,66408,CyanoAq,0,0,200612,Poo,TruePooGBT,Full4,NA,NA,ePooG,ok,ok,ok,ok,all ok,252647
Butyrylcarnitine,200612_Poo_TruePooGBT_Full5,Butyrylcarnitine_13C-0 15N-0,1.37,252696,0,59775,CyanoAq,0,0,200612,Poo,TruePooGBT,Full5,NA,NA,ePooG,ok,ok,ok,ok,all ok,252696
Butyrylcarnitine,200612_Poo_TruePooGBT_Half1,Butyrylcarnitine_13C-0 15N-0,1.36,157937,0,43402,CyanoAq,0,0,200612,Poo,TruePooGBT,Half1,NA,NA,ePooG,ok,ok,ok,ok,all ok,157937
Butyrylcarnitine,200612_Poo_TruePooGBT_Half2,Butyrylcarnitine_13C-0 15N-0,1.37,144078,0,34512,CyanoAq,0,0,200612,Poo,TruePooGBT,Half2,NA,NA,ePooG,ok,ok,ok,ok,all ok,144078
Butyrylcarnitine,200612_Poo_TruePooGBT_Half3,Butyrylcarnitine_13C-0 15N-0,1.37,149075,0,37134,CyanoAq,0,0,200612,Poo,TruePooGBT,Half3,NA,NA,ePooG,ok,ok,ok,ok,all ok,149075
Butyrylcarnitine,200612_Poo_TruePooGBT_Half4,Butyrylcarnitine_13C-0 15N-0,1.39,136950,0,31455,CyanoAq,0,0,200612,Poo,TruePooGBT,Half4,NA,NA,ePooG,ok,ok,ok,ok,all ok,136950
Butyrylcarnitine,200612_Poo_TruePooGBT_Half5,Butyrylcarnitine_13C-0 15N-0,1.38,130434,0,34227,CyanoAq,0,0,200612,Poo,TruePooGBT,Half5,NA,NA,ePooG,ok,ok,ok,ok,all ok,130434
Butyrylcarnitine,200612_Poo_TruePooGBT-Full_DDApos20,Butyrylcarnitine_13C-0 15N-0,1.36,493008,0,123767,CyanoAq,0,0,200612,Poo,TruePooGBT,Full,DDApos20,NA,ePooG,ok,ok,ok,ok,all ok,493008
Butyrylcarnitine,200612_Poo_TruePooGBT-Full_DDApos35,Butyrylcarnitine_13C-0 15N-0,1.37,507348,0,140462,CyanoAq,0,0,200612,Poo,TruePooGBT,Full,DDApos35,NA,ePooG,ok,ok,ok,ok,all ok,507348
Butyrylcarnitine,200612_Poo_TruePooGBT-Full_DDApos50,Butyrylcarnitine_13C-0 15N-0,1.37,494599,0,142988,CyanoAq,0,0,200612,Poo,TruePooGBT,Full,DDApos50,NA,ePooG,ok,ok,ok,ok,all ok,494599
Butyrylcarnitine,200612_Std_250nMStdsInH2O_1,Butyrylcarnitine_13C-0 15N-0,1.35,419618976,485004,78985896,CyanoAq,0,0,200612,Std,250nMStdsInH2O,1,NA,NA,nMStd,ok,ok,ok,ok,all ok,419618976
Butyrylcarnitine,200612_Std_250nMStdsInH2O_2,Butyrylcarnitine_13C-0 15N-0,1.35,311897248,1664606,58789952,CyanoAq,0,0,200612,Std,250nMStdsInH2O,2,NA,NA,nMStd,ok,ok,ok,ok,all ok,311897248
Butyrylcarnitine,200612_Std_250nMStdsInMatrix_1,Butyrylcarnitine_13C-0 15N-0,1.34,375932096,286674,60221512,CyanoAq,0,0,200612,Std,250nMStdsInMatrix,1,NA,NA,nMStd,ok,ok,ok,ok,all ok,375932096
Butyrylcarnitine,200612_Std_250nMStdsInMatrix_2,Butyrylcarnitine_13C-0 15N-0,1.34,318969760,990202,55587364,CyanoAq,0,0,200612,Std,250nMStdsInMatrix,2,NA,NA,nMStd,ok,ok,ok,ok,all ok,318969760
Butyrylcarnitine,200612_Std_H2OinMatrix_1,Butyrylcarnitine_13C-0 15N-0,1.37,251069,0,52135,CyanoAq,0,0,200612,Std,H2OinMatrix,1,NA,NA,inMat,ok,ok,ok,ok,all ok,251069
Butyrylcarnitine,200612_Std_H2OinMatrix_2,Butyrylcarnitine_13C-0 15N-0,1.37,204143,0,48829,CyanoAq,0,0,200612,Std,H2OinMatrix,2,NA,NA,inMat,ok,ok,ok,ok,all ok,204143
Butyrylcarnitine,200612_Smp_GBTFate1MT0-IS_A,Butyrylcarnitine_13C-0 15N-0,1.36,218587,0,64938,CyanoAq,0,0,200612,Smp,GBTFate1MT0,IS,A,0,Fate1,ok,ok,ok,ok,all ok,218587
Butyrylcarnitine,200612_Smp_GBTFate1MT0-IS_B,Butyrylcarnitine_13C-0 15N-0,1.38,230660,0,64991,CyanoAq,0,0,200612,Smp,GBTFate1MT0,IS,B,0,Fate1,ok,ok,ok,ok,all ok,230660
Butyrylcarnitine,200612_Smp_GBTFate1MT0-IS_C,Butyrylcarnitine_13C-0 15N-0,1.37,277037,0,83301,CyanoAq,0,0,200612,Smp,GBTFate1MT0,IS,C,0,Fate1,ok,ok,ok,ok,all ok,277037
Butyrylcarnitine,200612_Smp_GBTFate1MT12-IS_A,Butyrylcarnitine_13C-0 15N-0,1.37,194914,0,67086,CyanoAq,0,0,200612,Smp,GBTFate1MT12,IS,A,12,Fate1,ok,ok,ok,ok,all ok,194914
Butyrylcarnitine,200612_Smp_GBTFate1MT12-IS_B,Butyrylcarnitine_13C-0 15N-0,1.37,347478,0,104878,CyanoAq,0,0,200612,Smp,GBTFate1MT12,IS,B,12,Fate1,ok,ok,ok,ok,all ok,347478
Butyrylcarnitine,200612_Smp_GBTFate1MT12-IS_C,Butyrylcarnitine_13C-0 15N-0,1.37,117305,0,31505,CyanoAq,0,0,200612,Smp,GBTFate1MT12,IS,C,12,Fate1,ok,ok,ok,ok,all ok,117305
Butyrylcarnitine,200612_Smp_GBTFate1MT36-IS_A,Butyrylcarnitine_13C-0 15N-0,1.36,374550,16267,114630,CyanoAq,0,0,200612,Smp,GBTFate1MT36,IS,A,36,Fate1,ok,ok,ok,ok,all ok,374550
Butyrylcarnitine,200612_Smp_GBTFate1MT36-IS_B,Butyrylcarnitine_13C-0 15N-0,1.36,185355,0,55197,CyanoAq,0,0,200612,Smp,GBTFate1MT36,IS,B,36,Fate1,ok,ok,ok,ok,all ok,185355
Butyrylcarnitine,200612_Smp_GBTFate1MT36-IS_C,Butyrylcarnitine_13C-0 15N-0,1.36,295972,0,79988,CyanoAq,0,0,200612,Smp,GBTFate1MT36,IS,C,36,Fate1,ok,ok,ok,ok,all ok,295972
Butyrylcarnitine,200612_Smp_GBTFate1MT4-IS_A,Butyrylcarnitine_13C-0 15N-0,1.38,220802,0,49687,CyanoAq,0,0,200612,Smp,GBTFate1MT4,IS,A,4,Fate1,ok,ok,ok,ok,all ok,220802
Butyrylcarnitine,200612_Smp_GBTFate1MT4-IS_B,Butyrylcarnitine_13C-0 15N-0,1.37,232156,0,66179,CyanoAq,0,0,200612,Smp,GBTFate1MT4,IS,B,4,Fate1,ok,ok,ok,ok,all ok,232156
Butyrylcarnitine,200612_Smp_GBTFate1MT4-IS_C,Butyrylcarnitine_13C-0 15N-0,1.37,204033,0,62032,CyanoAq,0,0,200612,Smp,GBTFate1MT4,IS,C,4,Fate1,ok,ok,ok,ok,all ok,204033
Butyrylcarnitine,200612_Smp_GBTFate1MT50-IS_A,Butyrylcarnitine_13C-0 15N-0,1.38,370254,0,123591,CyanoAq,0,0,200612,Smp,GBTFate1MT50,IS,A,50,Fate1,ok,ok,ok,ok,all ok,370254
Butyrylcarnitine,200612_Smp_GBTFate1MT50-IS_B,Butyrylcarnitine_13C-0 15N-0,1.36,341300,0,92314,CyanoAq,0,0,200612,Smp,GBTFate1MT50,IS,B,50,Fate1,ok,ok,ok,ok,all ok,341300
Butyrylcarnitine,200612_Smp_GBTFate1MT50-IS_C,Butyrylcarnitine_13C-0 15N-0,1.37,299621,0,86737,CyanoAq,0,0,200612,Smp,GBTFate1MT50,IS,C,50,Fate1,ok,ok,ok,ok,all ok,299621
Butyrylcarnitine,200612_Smp_GBTFate1MT8-IS_A,Butyrylcarnitine_13C-0 15N-0,1.37,135386,0,37601,CyanoAq,0,0,200612,Smp,GBTFate1MT8,IS,A,8,Fate1,ok,ok,ok,ok,all ok,135386
Butyrylcarnitine,200612_Smp_GBTFate1MT8-IS_B,Butyrylcarnitine_13C-0 15N-0,1.38,342331,0,92264,CyanoAq,0,0,200612,Smp,GBTFate1MT8,IS,B,8,Fate1,ok,ok,ok,ok,all ok,342331
Butyrylcarnitine,200612_Smp_GBTFate1MT8-IS_C,Butyrylcarnitine_13C-0 15N-0,1.37,246253,0,74673,CyanoAq,0,0,200612,Smp,GBTFate1MT8,IS,C,8,Fate1,ok,ok,ok,ok,all ok,246253
Butyrylcarnitine,200612_Smp_GBTFate1MTlong-IS_A,Butyrylcarnitine_13C-0 15N-0,1.37,1473464,0,468299,CyanoAq,0,0,200612,Smp,GBTFate1MTlong,IS,A,96,Fate1,ok,ok,ok,ok,all ok,1473464
Butyrylcarnitine,200612_Smp_GBTFate1MTlong-IS_B,Butyrylcarnitine_13C-0 15N-0,1.37,1460905,0,459731,CyanoAq,0,0,200612,Smp,GBTFate1MTlong,IS,B,96,Fate1,ok,ok,ok,ok,all ok,1460905
Butyrylcarnitine,200612_Smp_GBTFate1MTlong-IS_C,Butyrylcarnitine_13C-0 15N-0,1.37,1810428,10640,618869,CyanoAq,0,0,200612,Smp,GBTFate1MTlong,IS,C,96,Fate1,ok,ok,ok,ok,all ok,1810428
Butyrylcarnitine,200612_Smp_GBTFate2MT0-IS_A,Butyrylcarnitine_13C-0 15N-0,1.36,132047,0,30952,CyanoAq,0,0,200612,Smp,GBTFate2MT0,IS,A,0,Fate2,ok,ok,ok,ok,all ok,132047
Butyrylcarnitine,200612_Smp_GBTFate2MT0-IS_B,Butyrylcarnitine_13C-0 15N-0,1.36,137171,0,31325,CyanoAq,0,0,200612,Smp,GBTFate2MT0,IS,B,0,Fate2,ok,ok,ok,ok,all ok,137171
Butyrylcarnitine,200612_Smp_GBTFate2MT0-IS_C,Butyrylcarnitine_13C-0 15N-0,1.36,96793,0,19651,CyanoAq,0,0,200612,Smp,GBTFate2MT0,IS,C,0,Fate2,ok,ok,ok,ok,all ok,96793
Butyrylcarnitine,200612_Smp_GBTFate2MT12-IS_A,Butyrylcarnitine_13C-0 15N-0,1.34,85045,0,17224,CyanoAq,0,0,200612,Smp,GBTFate2MT12,IS,A,12,Fate2,ok,ok,ok,ok,all ok,85045
Butyrylcarnitine,200612_Smp_GBTFate2MT12-IS_B,Butyrylcarnitine_13C-0 15N-0,1.32,78883,0,17865,CyanoAq,0,0,200612,Smp,GBTFate2MT12,IS,B,12,Fate2,ok,ok,ok,ok,all ok,78883
Butyrylcarnitine,200612_Smp_GBTFate2MT12-IS_C,Butyrylcarnitine_13C-0 15N-0,1.37,125923,0,23108,CyanoAq,0,0,200612,Smp,GBTFate2MT12,IS,C,12,Fate2,ok,ok,ok,ok,all ok,125923
Butyrylcarnitine,200612_Smp_GBTFate2MT24-IS_A,Butyrylcarnitine_13C-0 15N-0,1.34,164872,4560,34809,CyanoAq,0,0,200612,Smp,GBTFate2MT24,IS,A,24,Fate2,ok,ok,ok,ok,all ok,164872
Butyrylcarnitine,200612_Smp_GBTFate2MT24-IS_B,Butyrylcarnitine_13C-0 15N-0,1.33,137099,0,30407,CyanoAq,0,0,200612,Smp,GBTFate2MT24,IS,B,24,Fate2,ok,ok,ok,ok,all ok,137099
Butyrylcarnitine,200612_Smp_GBTFate2MT24-IS_C,Butyrylcarnitine_13C-0 15N-0,1.33,143596,0,30369,CyanoAq,0,0,200612,Smp,GBTFate2MT24,IS,C,24,Fate2,ok,ok,ok,ok,all ok,143596
Butyrylcarnitine,200612_Smp_GBTFate2MT48-IS_A,Butyrylcarnitine_13C-0 15N-0,1.34,276924,0,77351,CyanoAq,0,0,200612,Smp,GBTFate2MT48,IS,A,48,Fate2,ok,ok,ok,ok,all ok,276924
Butyrylcarnitine,200612_Smp_GBTFate2MT48-IS_B,Butyrylcarnitine_13C-0 15N-0,1.33,139914,0,43136,CyanoAq,0,0,200612,Smp,GBTFate2MT48,IS,B,48,Fate2,ok,ok,ok,ok,all ok,139914
Butyrylcarnitine,200612_Smp_GBTFate2MT48-IS_C,Butyrylcarnitine_13C-0 15N-0,1.33,293011,0,72228,CyanoAq,0,0,200612,Smp,GBTFate2MT48,IS,C,48,Fate2,ok,ok,ok,ok,all ok,293011
Butyrylcarnitine,200612_Smp_GBTFate2MT5-IS_A,Butyrylcarnitine_13C-0 15N-0,1.33,103371,0,17363,CyanoAq,0,0,200612,Smp,GBTFate2MT5,IS,A,5,Fate2,ok,ok,ok,ok,all ok,103371
Butyrylcarnitine,200612_Smp_GBTFate2MT5-IS_B,Butyrylcarnitine_13C-0 15N-0,1.36,49478,0,16425,CyanoAq,0,0,200612,Smp,GBTFate2MT5,IS,B,5,Fate2,ok,ok,ok,ok,all ok,49478
Butyrylcarnitine,200612_Smp_GBTFate2MT5-IS_C,Butyrylcarnitine_13C-0 15N-0,1.34,52513,0,12485,CyanoAq,0,0,200612,Smp,GBTFate2MT5,IS,C,5,Fate2,ok,ok,ok,ok,all ok,52513
Butyrylcarnitine,200612_Smp_GBTFate2MTlong-IS_A,Butyrylcarnitine_13C-0 15N-0,1.34,352263,0,98806,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,IS,A,96,Fate2,ok,ok,ok,ok,all ok,352263
Butyrylcarnitine,200612_Smp_GBTFate2MTlong-IS_B,Butyrylcarnitine_13C-0 15N-0,1.33,316970,0,84249,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,IS,B,96,Fate2,ok,ok,ok,ok,all ok,316970
Butyrylcarnitine,200612_Smp_GBTFate2MTlong-IS_C,Butyrylcarnitine_13C-0 15N-0,1.33,187687,0,54638,CyanoAq,0,0,200612,Smp,GBTFate2MTlong,IS,C,96,Fate2,ok,ok,ok,ok,all ok,187687
Methylthioadenosine,200612_Blk_GBTFate1MBlk-pos_A,Methylthioadenosine_13C-0 15N-0,2.16,NA,0,3783,CyanoAq,0,0,200612,Blk,GBTFate1MBlk,pos,A,NA,Fate1,comparable to blank,ok,ok,ok,something is wrong,2781
Methylthioadenosine,200612_Blk_GBTFate1MBlk-pos_B,Methylthioadenosine_13C-0 15N-0,2.09,NA,0,0,CyanoAq,0,0,200612,Blk,GBTFate1MBlk,pos,B,NA,Fate1,comparable to blank,NA,too small,ok,something is wrong,0
Methylthioadenosine,200612_Smp_GBTFate1MT0-pos_A,Methylthioadenosine_13C-0 15N-0,2.14,267688,0,101057,CyanoAq,0,0,200612,Smp,GBTFate1MT0,pos,A,0,Fate1,ok,ok,ok,ok,all ok,267688
Methylthioadenosine,200612_Smp_GBTFate1MT0-pos_B,Methylthioadenosine_13C-0 15N-0,2.14,94261,0,35013,CyanoAq,0,0,200612,Smp,GBTFate1MT0,pos,B,0,Fate1,ok,ok,ok,ok,all ok,94261
Methylthioadenosine,200612_Smp_GBTFate1MT0-pos_C,Methylthioadenosine_13C-0 15N-0,2.15,367861,0,108641,CyanoAq,0,0,200612,Smp,GBTFate1MT0,pos,C,0,Fate1,ok,ok,ok,ok,all ok,367861
Methylthioadenosine,200612_Smp_GBTFate1MT12-pos_A,Methylthioadenosine_13C-0 15N-0,2.13,286683,0,96328,CyanoAq,0,0,200612,Smp,GBTFate1MT12,pos,A,12,Fate1,ok,ok,ok,ok,all ok,286683
Methylthioadenosine,200612_Smp_GBTFate1MT12-pos_B,Methylthioadenosine_13C-0 15N-0,2.14,387932,0,140279,CyanoAq,0,0,200612,Smp,GBTFate1MT12,pos,B,12,Fate1,ok,ok,ok,ok,all ok,387932
Methylthioadenosine,200612_Smp_GBTFate1MT12-pos_C,Methylthioadenosine_13C-0 15N-0,2.15,334491,0,110633,CyanoAq,0,0,200612,Smp,GBTFate1MT12,pos,C,12,Fate1,ok,ok,ok,ok,all ok,334491
Methylthioadenosine,200612_Smp_GBTFate1MT36-pos_A,Methylthioadenosine_13C-0 15N-0,2.14,987628,10984,348484,CyanoAq,0,0,200612,Smp,GBTFate1MT36,pos,A,36,Fate1,ok,ok,ok,ok,all ok,987628
