MassFeature,Protein Name,Experiment,Timepoint,type,replicate,Concentration_uM.in.vial,Time of day,Vol Filtered (L),Incubation time (hr),Time since last sample (hr),nM.in.sample
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,8,Smp,A,0.8680337022404826,1600,2,9,4.5,0.2145663574111508
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,8,Smp,B,2.307345904992863,1600,2,9,4.5,0.5703451431021691
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,8,Smp,C,1.3340563307043476,1600,2,9,4.5,0.329760937532372
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,96,Smp,A,4.2527536274158075,800,1.9,98,48,1.1065515719110408
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,96,Smp,B,5.489205357213614,800,1.8,98,48,1.5076204165538254
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,96,Smp,C,4.89165819823562,800,2,98,48,1.2091526844945355
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,0,Smp,A,0.9906706698741199,700,2,0.3,0,0.24488058065061746
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,0,Smp,B,1.0743428279467324,700,2,0.3,0,0.26556322249739295
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,0,Smp,C,0.7568807425032312,700,2,0.3,0,0.18709082780356537
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,12,Smp,A,0.7117286566427841,1900,2,13,7,0.17592983420667432
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,12,Smp,B,0.9130465565407776,1900,2,13,7,0.225692934822793
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,12,Smp,C,1.5724845606730387,1900,2,13,7,0.3886972169375662
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,24,Smp,A,1.099887693921685,700,2,25,12,0.27187757276818825
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,24,Smp,B,1.240128117461333,700,2,25,12,0.3065431355948754
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,24,Smp,C,1.0390568466928043,700,2,25,12,0.25684099841117203
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,48,Smp,A,0.8488298257345255,900,2,51,26,0.2098194151905649
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,48,Smp,B,0.7766252184682061,900,2,51,26,0.19197139900242763
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,48,Smp,C,1.097292600951666,900,2,51,26,0.27123610038723917
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,5,Smp,A,0.6837941098911682,1300,2,6,5.75,0.16902478671029825
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,5,Smp,B,0.8872715786311527,1300,2,6,5.75,0.21932170394990586
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,5,Smp,C,0.6835415822528644,1300,2,6,5.75,0.16896236524514474
