MassFeature,Protein Name,Experiment,Timepoint,type,replicate,Concentration_uM.in.vial
Adenosine_13C-0 15N-0,Adenosine,Fate1,12,Smp,C,0.13504582238250462
Adenosine_13C-0 15N-0,Adenosine,Fate1,36,Smp,A,0.20029429882452576
Adenosine_13C-0 15N-0,Adenosine,Fate1,36,Smp,B,0.24556310539624535
Adenosine_13C-0 15N-0,Adenosine,Fate1,36,Smp,C,0.3102344219649499
Adenosine_13C-0 15N-0,Adenosine,Fate1,4,Smp,A,0.08725559223150403
Adenosine_13C-0 15N-0,Adenosine,Fate1,4,Smp,B,0.23320830214990795
Adenosine_13C-0 15N-0,Adenosine,Fate1,4,Smp,C,0.07703410942688084
Adenosine_13C-0 15N-0,Adenosine,Fate1,50,Smp,A,0.20816130474698516
Adenosine_13C-0 15N-0,Adenosine,Fate1,50,Smp,B,0.20448794369819281
Adenosine_13C-0 15N-0,Adenosine,Fate1,50,Smp,C,0.1587064926470275
Adenosine_13C-0 15N-0,Adenosine,Fate1,8,Smp,A,0.17861463100333916
Adenosine_13C-0 15N-0,Adenosine,Fate1,8,Smp,B,0.1733290172062875
Adenosine_13C-0 15N-0,Adenosine,Fate1,8,Smp,C,0.1713960755259393
Adenosine_13C-0 15N-0,Adenosine,Fate1,96,Smp,A,0.14429649117952187
Adenosine_13C-0 15N-0,Adenosine,Fate1,96,Smp,B,0.2185905109434479
Adenosine_13C-0 15N-0,Adenosine,Fate1,96,Smp,C,0.2432581189645235
Adenosine_13C-0 15N-0,Adenosine,Fate2,0,Smp,A,0.11669685022969147
Adenosine_13C-0 15N-0,Adenosine,Fate2,0,Smp,B,0.120832791886754
Adenosine_13C-0 15N-0,Adenosine,Fate2,0,Smp,C,0.07672477434177484
Adenosine_13C-0 15N-0,Adenosine,Fate2,12,Smp,A,0.19622179185708197
Adenosine_13C-0 15N-0,Adenosine,Fate2,12,Smp,B,0.20368431712182067
Adenosine_13C-0 15N-0,Adenosine,Fate2,12,Smp,C,0.1189981241604159
Adenosine_13C-0 15N-0,Adenosine,Fate2,24,Smp,A,0.11072851565866326
Adenosine_13C-0 15N-0,Adenosine,Fate2,24,Smp,B,0.13007654604176544
Adenosine_13C-0 15N-0,Adenosine,Fate2,24,Smp,C,0.19876485082234827
Adenosine_13C-0 15N-0,Adenosine,Fate2,48,Smp,A,0.2003080060101016
Adenosine_13C-0 15N-0,Adenosine,Fate2,48,Smp,B,0.16284426685915576
Adenosine_13C-0 15N-0,Adenosine,Fate2,48,Smp,C,0.2324536232563117
Adenosine_13C-0 15N-0,Adenosine,Fate2,5,Smp,A,0.07008508622127047
Adenosine_13C-0 15N-0,Adenosine,Fate2,5,Smp,B,0.2178677481565951
Adenosine_13C-0 15N-0,Adenosine,Fate2,5,Smp,C,0.061750341274074236
Adenosine_13C-0 15N-0,Adenosine,Fate2,96,Smp,A,0.21792911541830798
Adenosine_13C-0 15N-0,Adenosine,Fate2,96,Smp,B,0.1449447431291331
Adenosine_13C-0 15N-0,Adenosine,Fate2,96,Smp,C,0.23397168815721006
Adenosine_13C-0 15N-0,Adenosine,Fate1,NA,Blk,A,NA
Adenosine_13C-0 15N-0,Adenosine,Fate1,NA,Blk,B,NA
Asparagine_13C-0 15N-0,Asparagine,Fate1,0,Smp,A,0.22767210796318735
Asparagine_13C-0 15N-0,Asparagine,Fate1,0,Smp,B,0.20029498946776464
Asparagine_13C-0 15N-0,Asparagine,Fate1,0,Smp,C,0.2856089546719554
Asparagine_13C-0 15N-0,Asparagine,Fate1,12,Smp,A,0.2291388314716041
Asparagine_13C-0 15N-0,Asparagine,Fate1,12,Smp,B,0.14750680762098425
Asparagine_13C-0 15N-0,Asparagine,Fate1,12,Smp,C,0.21341820372508616
Asparagine_13C-0 15N-0,Asparagine,Fate1,36,Smp,A,0.25068162141873973
Asparagine_13C-0 15N-0,Asparagine,Fate1,36,Smp,B,0.27480242307269115
Asparagine_13C-0 15N-0,Asparagine,Fate1,36,Smp,C,0.3546386781462755
Asparagine_13C-0 15N-0,Asparagine,Fate1,4,Smp,A,0.14341700841571592
Asparagine_13C-0 15N-0,Asparagine,Fate1,4,Smp,B,0.19043096492468486
Asparagine_13C-0 15N-0,Asparagine,Fate1,4,Smp,C,0.2125331591440396
Asparagine_13C-0 15N-0,Asparagine,Fate1,50,Smp,A,0.2871681467052675
Asparagine_13C-0 15N-0,Asparagine,Fate1,50,Smp,B,0.22719828998281108
Asparagine_13C-0 15N-0,Asparagine,Fate1,50,Smp,C,0.26818094017683575
Asparagine_13C-0 15N-0,Asparagine,Fate1,8,Smp,A,0.19929548064920916
Asparagine_13C-0 15N-0,Asparagine,Fate1,8,Smp,B,0.23669116544071606
Asparagine_13C-0 15N-0,Asparagine,Fate1,8,Smp,C,0.27347506856443377
Asparagine_13C-0 15N-0,Asparagine,Fate1,96,Smp,A,0.42208158979983706
Asparagine_13C-0 15N-0,Asparagine,Fate1,96,Smp,B,0.6757584053743172
Asparagine_13C-0 15N-0,Asparagine,Fate1,96,Smp,C,0.44032616494188875
Asparagine_13C-0 15N-0,Asparagine,Fate2,0,Smp,A,0.24202911099652924
Asparagine_13C-0 15N-0,Asparagine,Fate2,0,Smp,B,0.15075602793489204
Asparagine_13C-0 15N-0,Asparagine,Fate2,0,Smp,C,0.24015309950504632
Asparagine_13C-0 15N-0,Asparagine,Fate2,12,Smp,A,0.14613050398344085
Asparagine_13C-0 15N-0,Asparagine,Fate2,12,Smp,B,0.1821008858836602
Asparagine_13C-0 15N-0,Asparagine,Fate2,12,Smp,C,0.20076221438003672
Asparagine_13C-0 15N-0,Asparagine,Fate2,24,Smp,A,0.09699628091465085
Asparagine_13C-0 15N-0,Asparagine,Fate2,24,Smp,B,0.17556042033377653
Asparagine_13C-0 15N-0,Asparagine,Fate2,24,Smp,C,0.1906814760083157
Asparagine_13C-0 15N-0,Asparagine,Fate2,48,Smp,A,0.1345978694690144
Asparagine_13C-0 15N-0,Asparagine,Fate2,48,Smp,B,0.15254824294341346
Asparagine_13C-0 15N-0,Asparagine,Fate2,48,Smp,C,0.09683578400049926
Asparagine_13C-0 15N-0,Asparagine,Fate2,5,Smp,A,0.1581775923971383
Asparagine_13C-0 15N-0,Asparagine,Fate2,5,Smp,B,0.2759403221834314
Asparagine_13C-0 15N-0,Asparagine,Fate2,5,Smp,C,0.21745782180795228
Asparagine_13C-0 15N-0,Asparagine,Fate2,96,Smp,A,0.25213953237321474
Asparagine_13C-0 15N-0,Asparagine,Fate2,96,Smp,B,0.2046188779401554
Asparagine_13C-0 15N-0,Asparagine,Fate2,96,Smp,C,0.23807863821953226
Asparagine_13C-0 15N-0,Asparagine,Fate1,NA,Blk,A,NA
Asparagine_13C-0 15N-0,Asparagine,Fate1,NA,Blk,B,NA
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,0,Smp,A,1.0930411598333927
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,0,Smp,B,0.9460097897071822
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,0,Smp,C,1.4591615877126356
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,12,Smp,A,1.246154378588605
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,12,Smp,B,0.9828258963450087
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,12,Smp,C,1.3963767512384406
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,36,Smp,A,2.0632183493340075
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,36,Smp,B,1.5530190360409486
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,36,Smp,C,2.0112213508216934
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,4,Smp,A,0.9306685185691346
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,4,Smp,B,1.2195505155274724
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,4,Smp,C,1.240594722031786
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,50,Smp,A,1.8530157345800078
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,50,Smp,B,1.5730613313132367
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,50,Smp,C,2.0620392409653863
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,8,Smp,A,0.8680337022404826
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,8,Smp,B,2.307345904992863
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,8,Smp,C,1.3340563307043476
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,96,Smp,A,4.2527536274158075
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,96,Smp,B,5.489205357213614
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,96,Smp,C,4.89165819823562
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,0,Smp,A,0.9906706698741199
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,0,Smp,B,1.0743428279467324
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,0,Smp,C,0.7568807425032312
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,12,Smp,A,0.7117286566427841
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,12,Smp,B,0.9130465565407776
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,12,Smp,C,1.5724845606730387
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,24,Smp,A,1.099887693921685
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,24,Smp,B,1.240128117461333
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,24,Smp,C,1.0390568466928043
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,48,Smp,A,0.8488298257345255
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,48,Smp,B,0.7766252184682061
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,48,Smp,C,1.097292600951666
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,5,Smp,A,0.6837941098911682
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,5,Smp,B,0.8872715786311527
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,5,Smp,C,0.6835415822528644
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,96,Smp,A,0.9576243060629309
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,96,Smp,B,0.9944691715308173
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate2,96,Smp,C,1.0032213458294363
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,NA,Blk,A,NA
Aspartic acid_13C-0 15N-0,Aspartic acid,Fate1,NA,Blk,B,NA
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,0,Smp,A,0.4863316442924904
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,0,Smp,B,0.42619860469408316
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,0,Smp,C,0.5682580297301679
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,12,Smp,A,0.4410723619455294
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,12,Smp,B,0.3292832455972934
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,12,Smp,C,0.4149001812499711
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,36,Smp,A,0.6931954749890055
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,36,Smp,B,0.5867608865087672
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,36,Smp,C,0.7830336755372597
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,4,Smp,A,0.3412936539251697
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,4,Smp,B,0.5027373110925831
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,4,Smp,C,0.41859645907486176
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,50,Smp,A,0.7252635581717913
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,50,Smp,B,0.5924900397323771
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,50,Smp,C,0.8067885804590538
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,8,Smp,A,0.3589371119817926
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,8,Smp,B,0.6050305087978858
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,8,Smp,C,0.5597757152781878
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,96,Smp,A,0.9960224170965942
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,96,Smp,B,1.2549641880797058
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate1,96,Smp,C,1.9170442131828282
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate2,0,Smp,A,0.3674475279726563
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate2,0,Smp,B,0.3374167241098804
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate2,12,Smp,A,0.7175031204938309
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate2,12,Smp,B,0.4428828708182854
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate2,12,Smp,C,0.39768097817328774
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate2,24,Smp,A,0.39125345406102663
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate2,24,Smp,B,0.3558733571293175
beta-Alanine_13C-0 15N-0,beta-Alanine,Fate2,24,Smp,C,0.46176060758358467
