MassFeature,Protein Name,Experiment,Timepoint,type,replicate,Concentration_uM.in.vial
Homarine_13C-0 15N-0,Homarine,Fate2,96,Smp,A,38.90897070580759
Homarine_13C-0 15N-0,Homarine,Fate2,96,Smp,B,35.347420102088925
Homarine_13C-0 15N-0,Homarine,Fate2,96,Smp,C,37.84200559644123
Homarine_13C-0 15N-0,Homarine,Fate1,NA,Blk,A,NA
Homarine_13C-0 15N-0,Homarine,Fate1,NA,Blk,B,NA
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,0,Smp,A,0.023035923662340873
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,0,Smp,B,0.018524046309200935
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,0,Smp,C,0.03278287655359909
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,12,Smp,A,0.015963807127428634
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,12,Smp,B,0.021915735365030616
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,12,Smp,C,0.016327958824054054
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,36,Smp,A,0.0473042476983238
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,36,Smp,B,0.023094030312139864
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,36,Smp,C,0.03427949417331047
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,4,Smp,A,0.017959297285222563
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,4,Smp,B,0.026095776876036706
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,4,Smp,C,0.023529520666929513
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,50,Smp,A,0.042094712818801526
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,50,Smp,B,0.034250171163640916
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,50,Smp,C,0.02277873678683773
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,8,Smp,A,0.011595162460684533
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,8,Smp,B,0.029869337859695675
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,8,Smp,C,0.028737387728507927
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,96,Smp,A,0.04684342513120511
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,96,Smp,B,0.021296793856758818
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,96,Smp,C,0.01545622865275367
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,0,Smp,A,0.1326536883003435
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,0,Smp,B,0.14986013585333344
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,0,Smp,C,0.09561769708730253
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,12,Smp,A,0.0232520551263608
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,12,Smp,B,0.023062393746167927
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,12,Smp,C,0.10542148214066674
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,24,Smp,A,0.1523481019737068
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,24,Smp,B,0.1260264084954871
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,24,Smp,C,0.07647037010509557
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,48,Smp,A,0.04781809988157032
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,48,Smp,B,0.08631629716635941
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,48,Smp,C,0.1493806826129311
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,5,Smp,A,0.11675161677582366
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,5,Smp,B,0.01525180226453837
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,5,Smp,C,0.10347770547016463
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,96,Smp,A,0.03344364149733421
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,96,Smp,B,0.09384053004992217
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate2,96,Smp,C,0.07874749523951936
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,NA,Blk,A,NA
Hypoxanthine_13C-0 15N-0,Hypoxanthine,Fate1,NA,Blk,B,NA
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,0,Smp,A,0.7116396010522603
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,0,Smp,B,0.7014391876573826
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,0,Smp,C,0.9006497696070107
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,12,Smp,A,0.756744104367848
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,12,Smp,B,0.5756535552220904
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,12,Smp,C,0.7047254176691096
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,36,Smp,A,1.2808660783551749
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,36,Smp,B,0.9962038168218934
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,36,Smp,C,1.3872923284573306
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,4,Smp,A,0.6227316952607608
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,4,Smp,B,0.8662764068425659
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,4,Smp,C,0.7340672948707663
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,50,Smp,A,1.2168603008956473
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,50,Smp,B,1.084911428217026
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,50,Smp,C,1.0953293425302462
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,8,Smp,A,0.6490320876984031
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,8,Smp,B,1.7008558955314628
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,8,Smp,C,0.9768302140793922
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,96,Smp,A,1.8759846723613076
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,96,Smp,B,2.3793640237514344
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,96,Smp,C,2.252354183134648
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,0,Smp,A,0.7697750491076996
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,0,Smp,B,0.7205831212952513
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,0,Smp,C,0.6700943040201249
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,12,Smp,A,0.6929754333301765
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,12,Smp,B,0.6422492673431981
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,12,Smp,C,1.417387394199431
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,24,Smp,A,0.6033861325435742
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,24,Smp,B,0.5389403678604869
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,24,Smp,C,0.5836121632865138
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,48,Smp,A,0.5744176352238536
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,48,Smp,B,0.5138910744811314
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,48,Smp,C,0.6265653612602774
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,5,Smp,A,0.5996327468458463
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,5,Smp,B,0.8000236156925344
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,5,Smp,C,0.5436499843761674
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,96,Smp,A,0.5689486117245097
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,96,Smp,B,0.47967668195422203
L-Alanine_13C-0 15N-0,L-Alanine,Fate2,96,Smp,C,0.5796304776312995
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,NA,Blk,A,NA
L-Alanine_13C-0 15N-0,L-Alanine,Fate1,NA,Blk,B,NA
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,0,Smp,A,0.5153719498209638
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,0,Smp,B,0.29006074092721157
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,0,Smp,C,0.602716521045971
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,12,Smp,A,0.7852261538551063
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,12,Smp,B,0.4684558813802096
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,12,Smp,C,0.6567532281399392
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,36,Smp,A,1.4225608213259764
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,36,Smp,B,0.9427209005005361
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,36,Smp,C,1.6526934125351913
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,4,Smp,A,0.3696641991440785
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,4,Smp,B,0.6116731518690369
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,4,Smp,C,0.42627460843919474
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,50,Smp,A,0.9003247360442482
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,50,Smp,B,0.7007302616613776
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,50,Smp,C,0.7440925308449554
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,8,Smp,A,0.40730771949712197
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,8,Smp,B,1.4290434230443385
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,8,Smp,C,0.7196195098430895
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,96,Smp,A,0.8372953806602961
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,96,Smp,B,1.1393666473838582
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,96,Smp,C,2.266302766810181
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,0,Smp,A,0.2760282669748418
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,0,Smp,B,0.29552951334381633
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,0,Smp,C,0.21279733756850974
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,12,Smp,A,0.3460951025396601
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,12,Smp,B,0.49902405080207995
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,12,Smp,C,0.7776625118968584
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,24,Smp,A,0.48677288551117
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,24,Smp,B,0.29082998586574677
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,24,Smp,C,0.39498766991188466
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,48,Smp,A,0.689348635919127
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,48,Smp,B,0.4478508800414486
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,48,Smp,C,0.5996291709142465
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,5,Smp,A,0.24587331364450232
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,5,Smp,B,0.2730259780274024
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,5,Smp,C,0.18686724881889658
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,96,Smp,A,0.2806522738672428
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,96,Smp,B,0.38740880585815957
L-Arginine_13C-0 15N-0,L-Arginine,Fate2,96,Smp,C,0.35081041836437915
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,NA,Blk,A,NA
L-Arginine_13C-0 15N-0,L-Arginine,Fate1,NA,Blk,B,NA
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,0,Smp,A,8.207955718424078
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,0,Smp,B,7.489784845081923
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,0,Smp,C,10.084781602177845
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,12,Smp,A,10.829904107480987
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,12,Smp,B,7.304165583796191
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,12,Smp,C,11.755542406221899
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,36,Smp,A,12.965602017435254
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,36,Smp,B,12.75629619984265
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,36,Smp,C,15.351312473579661
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,4,Smp,A,5.096611455451365
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,4,Smp,B,9.539375346575275
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,4,Smp,C,7.816359388934553
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,50,Smp,A,11.282030746545422
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,50,Smp,B,11.021156808958215
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,50,Smp,C,13.963712231675991
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,8,Smp,A,8.574690224614013
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,8,Smp,B,10.946614712894622
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,8,Smp,C,9.57863467535604
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,96,Smp,A,15.999625836608063
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,96,Smp,B,22.450167364145045
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,96,Smp,C,21.770612427720895
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,0,Smp,A,10.668777197229623
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,0,Smp,B,10.927112190181385
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,0,Smp,C,7.848136368506707
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,12,Smp,A,10.89958660635447
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,12,Smp,B,13.770630084938862
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,12,Smp,C,13.614251981473881
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,24,Smp,A,9.545510368384118
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,24,Smp,B,14.02892130870549
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,24,Smp,C,10.029945738705816
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,48,Smp,A,9.451578233645964
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,48,Smp,B,10.466762741687816
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,48,Smp,C,10.832059039606069
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,5,Smp,A,8.246153689957191
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,5,Smp,B,16.10646867212221
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,5,Smp,C,9.776825786374443
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,96,Smp,A,8.951168759869235
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,96,Smp,B,8.759777534829352
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate2,96,Smp,C,10.687671446273525
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,NA,Blk,A,NA
L-Glutamic acid_13C-0 15N-0,L-Glutamic acid,Fate1,NA,Blk,B,NA
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,0,Smp,A,0.42583077323190366
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,0,Smp,B,0.45799354613218146
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,0,Smp,C,0.6244099750588952
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,12,Smp,A,0.8897051112844312
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,12,Smp,B,0.6515653424576586
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,12,Smp,C,0.7012548611689333
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,36,Smp,A,2.006261489156662
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,36,Smp,B,1.4519779268663207
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,36,Smp,C,2.283893588881862
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,4,Smp,A,0.5564417446017369
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,4,Smp,B,0.7042777030558921
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,4,Smp,C,0.5777469925179679
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,50,Smp,A,0.9945998393782988
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,50,Smp,B,0.6566470312674665
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,50,Smp,C,0.8522920133454264
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,8,Smp,A,0.5262538605639175
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,8,Smp,B,0.915611640757057
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,8,Smp,C,0.9021686886895965
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,96,Smp,A,1.3478346176172966
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,96,Smp,B,1.4480100643576281
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,96,Smp,C,2.0217752378116813
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,0,Smp,A,0.968272437216233
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,0,Smp,B,1.1396513488773918
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,0,Smp,C,0.7596882804499636
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,12,Smp,A,0.559715108545849
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,12,Smp,B,0.46547545167065707
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,12,Smp,C,1.1567254831382099
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,24,Smp,A,1.6849539323519276
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,24,Smp,B,0.7208397837141047
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,24,Smp,C,0.9287666225912763
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,48,Smp,A,0.5402411352211337
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,48,Smp,B,0.4428566133950359
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,48,Smp,C,0.7068303961782736
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,5,Smp,A,0.6691184333720565
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,5,Smp,B,0.6165678385862153
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,5,Smp,C,0.5551170018638596
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,96,Smp,A,0.9877046220787783
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,96,Smp,B,1.201789418334095
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate2,96,Smp,C,0.5445889841297492
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,NA,Blk,A,NA
L-Glutamine_13C-0 15N-0,L-Glutamine,Fate1,NA,Blk,B,NA
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,0,Smp,A,0.07942882160418999
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,0,Smp,C,0.10739711581169635
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,12,Smp,C,0.0740755942498677
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,36,Smp,A,0.0993130717240848
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,36,Smp,C,0.09944811887058984
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,50,Smp,A,0.0660663480916546
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,50,Smp,B,0.10169856224034449
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,8,Smp,A,0.07410199127652124
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,8,Smp,B,0.38320053912595886
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,8,Smp,C,0.10478659976987018
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,96,Smp,A,0.1243941736173884
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,96,Smp,B,0.08812444351605016
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,96,Smp,C,0.07605909245974317
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,0,Smp,A,0.11657819862662769
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,0,Smp,C,0.10654132191082959
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,12,Smp,B,0.08850047979976779
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,12,Smp,C,0.4276295193589426
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,24,Smp,A,0.12157704096780636
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,24,Smp,B,0.08176317809909701
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,24,Smp,C,0.06413593706860249
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,48,Smp,A,0.07899476358575054
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,48,Smp,B,0.07703265083000092
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,48,Smp,C,0.0974766162949747
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,96,Smp,A,0.09147825139139094
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,96,Smp,B,0.10057709110808559
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,96,Smp,C,0.12225196809620137
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,NA,Blk,A,NA
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,NA,Blk,B,NA
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,0,Smp,B,NA
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,12,Smp,A,NA
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,12,Smp,B,NA
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,36,Smp,B,NA
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,4,Smp,A,NA
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,4,Smp,B,NA
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,4,Smp,C,NA
L-Histidine_13C-0 15N-0,L-Histidine,Fate1,50,Smp,C,NA
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,0,Smp,B,NA
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,12,Smp,A,NA
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,5,Smp,A,NA
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,5,Smp,B,NA
L-Histidine_13C-0 15N-0,L-Histidine,Fate2,5,Smp,C,NA
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,0,Smp,A,0.03654379964177972
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,0,Smp,C,0.19077607265594348
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,12,Smp,A,0.12174534773539146
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,12,Smp,B,0.08294873259808525
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,12,Smp,C,0.05175139330209967
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,36,Smp,A,0.20207674406200887
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,36,Smp,B,0.13284660486917513
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,36,Smp,C,0.22440507109076926
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,4,Smp,A,0.15184122982365553
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,4,Smp,B,0.05325925213483115
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,4,Smp,C,0.06060978225150839
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,50,Smp,A,0.17832268086640105
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,50,Smp,B,0.0977590911001589
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,50,Smp,C,0.06297394014360168
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,8,Smp,B,0.2991862131474695
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,8,Smp,C,0.23177642334186166
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,96,Smp,A,0.22503319412726558
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,96,Smp,B,0.300271527450387
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,96,Smp,C,0.35429411956345686
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,0,Smp,A,0.12221849368517276
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,0,Smp,B,0.13052598584936873
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,0,Smp,C,0.16059880464995818
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,12,Smp,A,0.1925703028476938
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,12,Smp,B,0.16064277504672037
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,12,Smp,C,0.240334563627479
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,24,Smp,A,0.12253640915550831
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,24,Smp,C,0.0645368383655734
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,48,Smp,A,0.04522924523673235
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,48,Smp,B,0.04272522191210025
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,48,Smp,C,0.13778616334493543
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,5,Smp,A,0.07157481428676388
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,5,Smp,B,0.17433912330506757
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,5,Smp,C,0.06743725141917328
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,96,Smp,A,0.19704135433795344
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,96,Smp,B,0.08412109286376443
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,96,Smp,C,0.0770555066717026
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,NA,Blk,A,NA
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,NA,Blk,B,NA
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,0,Smp,B,NA
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate1,8,Smp,A,NA
L-Isoleucine_13C-0 15N-0,L-Isoleucine,Fate2,24,Smp,B,NA
L-Leucine_13C-0 15N-0,L-Leucine,Fate1,0,Smp,A,0.5492560998099635
L-Leucine_13C-0 15N-0,L-Leucine,Fate1,0,Smp,B,0.3048162134429964
